dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,comments_disabled,tags/29,video_view_count
661,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e020c61ba7047971f4adc8a4378e163/5C79C27B/t51.2885-15/e35/44000099_2743318232360313_2560878125070722839_n.jpg,3,3,"Caso de destaque Rinomodelação com fios de colágeno Marque uma avaliação 41-3423-1141 ou WhatsApp 41-98474-1141, Dr Calim Paulo Berberi , cirurgia orofacial e harmonização da face . Lembro ainda que “ todos procedimentos estarão em destaque “ .Olha gente o verão está chegando , e você está esperando o que ? Comece o ano melhor , venha para nossa clínica , tudo o que você precisa num só lugar !!!!! .
SAIBA MAIS - AGENDE SUA CONSULTA.
WhatsApp: https://bit.ly/2BOvaqt
Paranaguá – Pr 
Balneario Camboriú - SC
.
#BotoxWeek #GaleriaMahle #Paranagua #Harmonizacaofacial #Bichectomia #BichectomiaWeek #HarmonizaçãoOrofacial #mulher #Mulheres #Brasil #Brazil #ToxinaBoulinica #botox #homenscomestilo #barbershop #tutorial #modafeminina #fashion #maquiagem #balneariocamboriu #itapema #itajai #Parana #Dentista #odontologia #Linda #MulherLinda #lipo #lipodepapada",1,1906953143842140471,false,,3223375629,Bp228fmBnE3,1541546551,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/387b63d3a049b0e86d1d09b0ba7631c5/5C6943BC/t51.2885-15/e35/c0.10.599.599/s150x150/44000099_2743318232360313_2560878125070722839_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/18831b20799b4c350b94ec5082be7499/5C7DD5BA/t51.2885-15/e35/c0.10.599.599/s240x240/44000099_2743318232360313_2560878125070722839_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c7de1ef733ee153f5027e2e778927e99/5C73ECC4/t51.2885-15/e35/c0.10.599.599/s320x320/44000099_2743318232360313_2560878125070722839_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b943ef61377fdfa707e72f0a5c710ba9/5C87BA83/t51.2885-15/e35/c0.10.599.599/s480x480/44000099_2743318232360313_2560878125070722839_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/01741d665cafe7fa6475a4af995a03ca/5C67F204/t51.2885-15/e35/c0.10.599.599/44000099_2743318232360313_2560878125070722839_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/01741d665cafe7fa6475a4af995a03ca/5C67F204/t51.2885-15/e35/c0.10.599.599/44000099_2743318232360313_2560878125070722839_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e020c61ba7047971f4adc8a4378e163/5C79C27B/t51.2885-15/e35/44000099_2743318232360313_2560878125070722839_n.jpg,,,,,,Brazil,balneariocamboriu,fashion,odontologia,itajai,mulher,Linda,maquiagem,Paranagua,lipodepapada,tutorial,ToxinaBoulinica,MulherLinda,Dentista,Mulheres,homenscomestilo,BichectomiaWeek,Brasil,Harmonizacaofacial,Bichectomia,itapema,lipo,botox,HarmonizaçãoOrofacial,GaleriaMahle,BotoxWeek,barbershop,modafeminina,Parana,,,,,,,,,,false,,
608,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5c4a1b2c4b462f2cf12e90be6882127/5C71B66C/t51.2885-15/e35/43299724_296883637703597_6051104126385396938_n.jpg,0,0,O Nordeste nunca decepciona #InstaTravel #CapitaisDoBrasil #Maceió #Gunga #Francês #FalesiasDoGunga #MCZ #Alagoas #AL #Nordeste #Alagoano #Brasil,0,1906953121117202835,false,,811128948,Bp228Kbg2mT,1541546548,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/9156e4f88028340d465a53e2e85dfc90/5C642514/t51.2885-15/e35/c236.0.608.608/s150x150/43299724_296883637703597_6051104126385396938_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/50287a39e40e6b150e8b5390d18dd8a0/5C869A5E/t51.2885-15/e35/c236.0.608.608/s240x240/43299724_296883637703597_6051104126385396938_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/8229e476ba8d1c5039efb63342245f00/5C7622E4/t51.2885-15/e35/c236.0.608.608/s320x320/43299724_296883637703597_6051104126385396938_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ff026d7e394eb048109995f2c1e9ee68/5C8ABBBE/t51.2885-15/e35/c236.0.608.608/s480x480/43299724_296883637703597_6051104126385396938_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/59b69a319d67f913dd329b3650d08bef/5C880105/t51.2885-15/e35/c236.0.608.608/43299724_296883637703597_6051104126385396938_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/59b69a319d67f913dd329b3650d08bef/5C880105/t51.2885-15/e35/c236.0.608.608/43299724_296883637703597_6051104126385396938_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5c4a1b2c4b462f2cf12e90be6882127/5C71B66C/t51.2885-15/e35/43299724_296883637703597_6051104126385396938_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Fortaleza, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213428557,"Fortaleza, Brazil",fortaleza-brazil,Alagoano,Gunga,Nordeste,Francês,CapitaisDoBrasil,Alagoas,FalesiasDoGunga,AL,Maceió,MCZ,InstaTravel,Brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/7323f1bc8909328b38b140577c4b6935/5C8395F4/t51.2885-15/e35/44707925_558463364591235_7399144068289434746_n.jpg,3,3,"Por vezes somos levados ao deserto espiritual. Vivemos períodos de escassez, assim como nas secas geográficas, passamos por momentos de secura, no entanto, como na certeza do amanhã, a misericórdia de Deus se estende a nós e nos permite viver todo esse processo para nossa cura e santificação. Portanto, OREMOS SEM CESSAR! Sim, Oremos sem cessar! 
Que possamos juntos usar da carta aos Tessalonicenses 5,17 e fazer valer essas palavras a cada instante de nossas vidas. 
Oremos sem cessar.

#mensac2018 #mensacoficial #oraisemcessar #eismeaqui #itaperuna #itaperunarj #brasil",0,1906953114473282291,false,,1412118810,Bp228EPgTrz,1541546547,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/0a3d00a3ded0cf99fbc5316d496176b3/5C85F7B6/t51.2885-15/e35/s150x150/44707925_558463364591235_7399144068289434746_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/055ab96b2d6c8c3524a915a396c035d2/5C7FAFFC/t51.2885-15/e35/s240x240/44707925_558463364591235_7399144068289434746_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/01855a85a1e7eb699a92f0be222c213d/5C839046/t51.2885-15/e35/s320x320/44707925_558463364591235_7399144068289434746_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/32f2596c9793ff7b9dfe6ca81b8f8c2b/5C650C1C/t51.2885-15/e35/s480x480/44707925_558463364591235_7399144068289434746_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/47838449e750db2dbdc17bad6a4b0926/5C82CF11/t51.2885-15/sh0.08/e35/s640x640/44707925_558463364591235_7399144068289434746_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/47838449e750db2dbdc17bad6a4b0926/5C82CF11/t51.2885-15/sh0.08/e35/s640x640/44707925_558463364591235_7399144068289434746_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7323f1bc8909328b38b140577c4b6935/5C8395F4/t51.2885-15/e35/44707925_558463364591235_7399144068289434746_n.jpg,"{""street_address"": ""R Moacir Chaves Carneiro, 117"", ""zip_code"": ""28300-000"", ""city_name"": ""Itaperuna"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,203557353108339,Mensageiros,mensageiros,mensacoficial,mensac2018,brasil,oraisemcessar,itaperunarj,itaperuna,eismeaqui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
937,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/87b0172b8aab27ddbc31a38831c8f7d3/5C877E4F/t51.2885-15/e35/43492629_1390585744411969_531177666332734929_n.jpg,2,2,"Vocês querem tendência? Macaquinho lindooo também no Rose e preto #look #estilo
#instafashion
#tendencia
#fashionista
#roupas #moda #fashion #roupasfemininas #lojavirtual #estilo #modafemina#looks #top  #roupa #modinha #tendencia #roupa #style #marcas #compras #brasil #roupabonita #Buzios #summer #CaboFrio #Arraial #lookdediva #lacração #preçobaixo",1,1906953110079657653,false,,6476434231,Bp228AJn9a1,1541546547,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d33ee4b5a8b967e3ed95b7b577b36ea8/5C7BEEB2/t51.2885-15/e35/c0.90.720.720/s150x150/43492629_1390585744411969_531177666332734929_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/2b52606ba4999cb62710f183a1073a4e/5C898CF8/t51.2885-15/e35/c0.90.720.720/s240x240/43492629_1390585744411969_531177666332734929_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3a3f0e70b01e0c43f92657aa2fbb8acb/5C84E842/t51.2885-15/e35/c0.90.720.720/s320x320/43492629_1390585744411969_531177666332734929_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ec9f5424df047f5c5769f82be837b640/5C839018/t51.2885-15/e35/c0.90.720.720/s480x480/43492629_1390585744411969_531177666332734929_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b188d0075c6d729280acb43c1dd3ee92/5C6868FB/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/43492629_1390585744411969_531177666332734929_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b188d0075c6d729280acb43c1dd3ee92/5C6868FB/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/43492629_1390585744411969_531177666332734929_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/87b0172b8aab27ddbc31a38831c8f7d3/5C877E4F/t51.2885-15/e35/43492629_1390585744411969_531177666332734929_n.jpg,,,,,,summer,fashion,fashionista,estilo,looks,roupa,Arraial,style,top,marcas,roupabonita,Buzios,lacração,lojavirtual,modinha,lookdediva,roupasfemininas,CaboFrio,look,brasil,roupas,compras,moda,modafemina,tendencia,preçobaixo,instafashion,,,,,,,,,,,,false,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/ed7bf5734ef1e8dd55b35c547a832f33/5C83089F/t51.2885-15/e35/44303635_2153063411612200_147551474122705081_n.jpg,2,2,"Técnica: Microblading (micropigmentação fio a fio).
——————————————
📍Studio Lourraine Oliveira ——————————————
📲Agendamento e informações WhatsApp:
(64)99667-9483/ ☎️ (64)3431-7637
—————————————— #itumbiara #sobrancelhas #designdesobrancelhas #fiorealista  #micro  #sobrancelhaspoderosas  #sobrancelhafioafio #sobrancelhasperfeitas #brasil #micropigmentacao #microblading #tebori #visagismo #fioafio #3d #beleza #makeup #selfie #linda #clientesatisfeita #itumbiara #goias #studiolourraineoliveira #itumbiara #beautiful #fiosrealistas #fioafio",1,1906953106388442739,false,,6034733376,Bp2278tnF5z,1541546546,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8c78686263534547cbd527f723513b23/5C63CCDD/t51.2885-15/e35/s150x150/44303635_2153063411612200_147551474122705081_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ffc94ab3dec55e8293415d9251d40015/5C7AB497/t51.2885-15/e35/s240x240/44303635_2153063411612200_147551474122705081_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/74b7e9b1a94145c2810436196d58e4b6/5C78A22D/t51.2885-15/e35/s320x320/44303635_2153063411612200_147551474122705081_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9cc1871f25bdd8bce99503a4acc921e8/5C7CC377/t51.2885-15/e35/s480x480/44303635_2153063411612200_147551474122705081_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f18cecfd31319f7ce6476aceecb940ea/5C781F7A/t51.2885-15/sh0.08/e35/s640x640/44303635_2153063411612200_147551474122705081_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f18cecfd31319f7ce6476aceecb940ea/5C781F7A/t51.2885-15/sh0.08/e35/s640x640/44303635_2153063411612200_147551474122705081_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ed7bf5734ef1e8dd55b35c547a832f33/5C83089F/t51.2885-15/e35/44303635_2153063411612200_147551474122705081_n.jpg,"{""street_address"": ""Rua sirino Sirino Silvestre dos Santos 592 Bairro: Alto do Trindade "", ""zip_code"": """", ""city_name"": ""Itumbiara"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,600680550284228,Studio Lourraine Oliveira,studio-lourraine-oliveira,beautiful,sobrancelhas,selfie,itumbiara,visagismo,sobrancelhasperfeitas,studiolourraineoliveira,tebori,microblading,linda,goias,3d,makeup,fiorealista,sobrancelhafioafio,beleza,fioafio,micropigmentacao,fiosrealistas,brasil,micro,clientesatisfeita,sobrancelhaspoderosas,designdesobrancelhas,,,,,,,,,,,,,,,false,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/d6781fff1b22e731364ea1cffb1b7852/5C648B83/t51.2885-15/e35/44000139_1491099417690376_4566446072320111992_n.jpg,2,2,"Pra ganhar é muito simples, basta você indicar uma pessoa para fazer algum serviço conosco, automaticamente você ganhará um flyer a seu gosto! E ainda tem uma surpresa para a pessoa que você indicou! Corre, estamos esperando ❤️
.
.
.
.
.
#crato #juazeirodonorte #design #barbalha #cariri #promocao #desinger #foto #gratis #amazing #brasil",0,1906953096932676344,false,,9174496353,Bp227z6ANL4,1541546545,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/6d3aefd98aeb8ab7116f0b44db1eb3be/5C74FFBC/t51.2885-15/e35/s150x150/44000139_1491099417690376_4566446072320111992_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/94081826ab37d358aabadd77d3d0a769/5C6880BA/t51.2885-15/e35/s240x240/44000139_1491099417690376_4566446072320111992_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e06895c13944de1a8859904f41716de1/5C7D4FC4/t51.2885-15/e35/s320x320/44000139_1491099417690376_4566446072320111992_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/8b14a0fdcf1a146efcc78ea5b6041e9f/5C68B683/t51.2885-15/e35/s480x480/44000139_1491099417690376_4566446072320111992_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/38982cfa7ca14bb07dff9fd22a18f20a/5C766039/t51.2885-15/sh0.08/e35/s640x640/44000139_1491099417690376_4566446072320111992_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/38982cfa7ca14bb07dff9fd22a18f20a/5C766039/t51.2885-15/sh0.08/e35/s640x640/44000139_1491099417690376_4566446072320111992_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d6781fff1b22e731364ea1cffb1b7852/5C648B83/t51.2885-15/e35/44000139_1491099417690376_4566446072320111992_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Crato, Ceara"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,216052832,"Crato, Ceara",crato-ceara,promocao,juazeirodonorte,foto,desinger,crato,cariri,barbalha,amazing,design,gratis,brasil,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
422,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/854032fd096b387f6de31d0dc98ae18f/5BE4ABBB/t51.2885-15/e35/44905621_1947849061960559_8244469012178407969_n.jpg,0,0,"Atenção 📣📣📣
dia 10 de Dezembro encerra a arrecadação da
#ViradaSolidária2018 participe ainda hoje
Ajude hoje 1 ou mais famílias
Faça uma Virada, faça alguém mais feliz
Quanto mais pessoas ajudarem, mais famílias serão alcançadas 
Já aproveitando 
Corre lá no Instagram da @viradasolidaria
Clique no link na BIO catarse.me/viradasolidaria e ajude uma família a ter uma super #VIRADA
www.catarse.me/viradasolidaria

#solidariedade
#amoraoproximo
#viradasolidaria
#contribuição
#dezembro
#Brasil",0,1906951224856291950,true,,8544060074,Bp22gkZjipu,1541546541,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1332f147c1ea90139903d3cec3bcaab1/5BE49571/t51.2885-15/e35/c157.0.406.406/s150x150/44905621_1947849061960559_8244469012178407969_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/70edd06621914e11c803d0d311e19575/5BE4A2F7/t51.2885-15/e35/c157.0.406.406/s240x240/44905621_1947849061960559_8244469012178407969_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c372a28cd96f2e97c2e6b46df63d43b/5BE47709/t51.2885-15/e35/c157.0.406.406/s320x320/44905621_1947849061960559_8244469012178407969_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ea550f29d19104366f01719ac338590/5BE48E55/t51.2885-15/e35/c157.0.406.406/44905621_1947849061960559_8244469012178407969_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ea550f29d19104366f01719ac338590/5BE48E55/t51.2885-15/e35/c157.0.406.406/44905621_1947849061960559_8244469012178407969_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ea550f29d19104366f01719ac338590/5BE48E55/t51.2885-15/e35/c157.0.406.406/44905621_1947849061960559_8244469012178407969_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f48e53b087d623bbb40f1315e41d85c5/5BE4B758/t50.2886-16/45448909_251381352199096_9117849724093726720_n.mp4,,,,,,ViradaSolidária2018,Brasil,dezembro,viradasolidaria,VIRADA,amoraoproximo,solidariedade,contribuição,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,0
640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/efd4306f47b729bca80193b1b38eeabd/5BE48C75/t51.2885-15/e15/43915451_290499888267487_7565181119623577516_n.jpg,4,4,"#Repost @dvitaminasviaparque ・・・
WHEYDOP™ ISO é o suplemento proteico ideal para atletas intolerantes à lactose ou em dietas restritas em carboidratos e gorduras. Em uma combinação de aromas incríveis com a mais pura proteína do soro do leite (WPI), criamos um whey protein 100% isolado ― 0 g de lactose ― e que surpreende no sabor. WHEYDOP™ ISO fornece 22 g de proteínas por dose, auxiliando na construção e recuperação muscular do atleta.

Venha conferir!!! Peça também pelo Whatsapp: 📱
(21)98485-4220  #DvitaminasViaParque #Health #Saúde #Lifestyle #Hardworkout #Selfconfidence #Photoshot #Lifequality #Fitnessmodel #Brasil #Saudavel #Musclemen  #Esporte #Vidafit #Barradatijuca #Naturallife #Liveadventure #erejota #zerovinteum #gratidao #guy #girloĺ",0,1906952863771445180,true,,8531504728,Bp224awgse8,1541546538,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/bbd8e322a554f6dae5a456dd34333338/5BE48A54/t51.2885-15/e15/s150x150/43915451_290499888267487_7565181119623577516_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e180b76e0f3c138d0253fa9a8b9533db/5BE4ABDE/t51.2885-15/e15/s240x240/43915451_290499888267487_7565181119623577516_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2a01c31061a37b348e0a7af972e9e658/5BE43464/t51.2885-15/e15/s320x320/43915451_290499888267487_7565181119623577516_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/814e7197fb453a0db4d4a7a91cf781b0/5BE4C83E/t51.2885-15/e15/s480x480/43915451_290499888267487_7565181119623577516_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/efd4306f47b729bca80193b1b38eeabd/5BE48C75/t51.2885-15/e15/43915451_290499888267487_7565181119623577516_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/efd4306f47b729bca80193b1b38eeabd/5BE48C75/t51.2885-15/e15/43915451_290499888267487_7565181119623577516_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2934b15ac1d1bc828c3a709cb3b6e024/5BE49387/t50.2886-16/45553503_314880042670097_7718049434305648389_n.mp4,,,,,,DvitaminasViaParque,gratidao,Esporte,Barradatijuca,Vidafit,Selfconfidence,Naturallife,Lifestyle,Brasil,Musclemen,erejota,girloĺ,Saudavel,Hardworkout,Fitnessmodel,Photoshot,zerovinteum,Saúde,Health,guy,Repost,Lifequality,Liveadventure,,,,,,,,,,,,,,,,false,,0
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/9876a9638068a7bbf39233daba181877/5C7955FE/t51.2885-15/e35/43984753_269986190371045_1317745541583023114_n.jpg,1,1,Mais uma foto do nosso lindo modelo rosa: santana! 💜,1,1906953011463116286,false,,8741589303,Bp226kTntX-,1541546535,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/39e307e0e7d9cd763829bb23a6ccdb71/5C7AE1A6/t51.2885-15/e35/c0.135.1080.1080/s150x150/43984753_269986190371045_1317745541583023114_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/af442721ae33cb325cf979e04c3aca99/5C8A47EC/t51.2885-15/e35/c0.135.1080.1080/s240x240/43984753_269986190371045_1317745541583023114_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/babd2be8f425f2e9bc08a1f64fb4bc70/5C671B56/t51.2885-15/e35/c0.135.1080.1080/s320x320/43984753_269986190371045_1317745541583023114_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7b5f26230527d162ba2bf6d3f075d446/5C6BBC0C/t51.2885-15/e35/c0.135.1080.1080/s480x480/43984753_269986190371045_1317745541583023114_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/88623c019a27728996c5d138c2b6b958/5C77F0BD/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43984753_269986190371045_1317745541583023114_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/88623c019a27728996c5d138c2b6b958/5C77F0BD/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43984753_269986190371045_1317745541583023114_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9876a9638068a7bbf39233daba181877/5C7955FE/t51.2885-15/e35/43984753_269986190371045_1317745541583023114_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Salvador, Bahia, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213287181,"Salvador, Bahia, Brazil",salvador-bahia-brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/d5693320d92d973c87bf94a48a084157/5C7B4A01/t51.2885-15/e35/43914506_2149333075385892_7411797522260862385_n.jpg,2,2,"Inspire-se naquilo que te faz FELIZ!
Inspire-se  naquilo que te faz sentir PRAZER!
Inspire-se no AMOR!
Inspire-se na FELICIDADE!
Inspire-se na FAMÍLIA!
Inspire-se nos AMIGOS!
E sempre tenha FÉ... .
.
.
#amor #love #amigos #friends #family #familia #loucasporamor  #brasil #studiowb",0,1906952992706164931,false,,7549234663,Bp226S1nnjD,1541546533,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/2ce76ae4492f630414538d215eeaf09e/5C65E83E/t51.2885-15/e35/s150x150/43914506_2149333075385892_7411797522260862385_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/50415423b152345a4636c59b5ae69176/5C7E5938/t51.2885-15/e35/s240x240/43914506_2149333075385892_7411797522260862385_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/bca44f063ea3db9eed03f6c12ba913a6/5C816546/t51.2885-15/e35/s320x320/43914506_2149333075385892_7411797522260862385_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/68c1f4516dbc1c1fe61317adb9bb7549/5C6A1F01/t51.2885-15/e35/s480x480/43914506_2149333075385892_7411797522260862385_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/86160fd479093d87788e82bac80b6acf/5C89F7BB/t51.2885-15/sh0.08/e35/s640x640/43914506_2149333075385892_7411797522260862385_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/86160fd479093d87788e82bac80b6acf/5C89F7BB/t51.2885-15/sh0.08/e35/s640x640/43914506_2149333075385892_7411797522260862385_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d5693320d92d973c87bf94a48a084157/5C7B4A01/t51.2885-15/e35/43914506_2149333075385892_7411797522260862385_n.jpg,,,,,,love,brasil,family,studiowb,familia,amor,amigos,friends,loucasporamor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,
