dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,tags/10,comments_disabled,location,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,video_view_count,urls/1,urls/2,urls/3,urls/4,urls/5
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/6a2d27cbbff30095f234221379632860/5BEAEAF7/t51.2885-15/e35/43913479_297125047565021_4678736605102604563_n.jpg,18,18,"Apaixonada pela mochila do meu bebê, amei cheia de repartições, material de ótima qualidade....ameiiiiii @hangardosbebes
#partiuferias
#partiuviajar 
#mochilamaternidade 
#lequeen",5,1908173124203779112,true,,,,,,612748034,Bp7MVi2HRQo,lequeen,partiuferias,partiuviajar,mochilamaternidade,,,,,,,1541692253,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/85bc85d3b658ce942d047f534f991e2b/5BEB3D75/t51.2885-15/e35/s150x150/43913479_297125047565021_4678736605102604563_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e5570a1f5e8da554518c9c8cbc93af3e/5BEB0BBF/t51.2885-15/e35/s240x240/43913479_297125047565021_4678736605102604563_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/824d624f4b365fa7070e61d9b7192f66/5BEB21C5/t51.2885-15/e35/s320x320/43913479_297125047565021_4678736605102604563_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/14f0100594513d922451aea5f9e1e580/5BEB5C5F/t51.2885-15/e35/s480x480/43913479_297125047565021_4678736605102604563_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/41fd46a698cf1a154401509e0247fa1f/5BEAD992/t51.2885-15/sh0.08/e35/s640x640/43913479_297125047565021_4678736605102604563_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/41fd46a698cf1a154401509e0247fa1f/5BEAD992/t51.2885-15/sh0.08/e35/s640x640/43913479_297125047565021_4678736605102604563_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/563c9236dc416178183b2ba24066eb89/5BEB24A7/t50.2886-16/45632030_312108756046269_3557667113747349504_n.mp4,,false,,,,,,,,,,,,,,,,,,,,,0,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b2d0dd8de74ba6698d33a1ff7128b3f9/5C786052/t51.2885-15/e35/43914257_736847583319322_1225042651020109990_n.jpg,25,25,Hoje vai um #tbt Daqui alguns dias estou chegando pra matar a saudade 😍👭 Porto Velho - RO ✈ Presidente Prudente - SP #partiuferias #primalinda,0,1908138166575281439,false,"{""street_address"": """", ""zip_code"": ""19000-000"", ""city_name"": ""Presidente Prudente, S\u00e3o Paulo"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213728425,"Presidente Prudente, São Paulo",presidente-prudente-sao-paulo,1689096545,Bp7EY2BFbUf,primalinda,tbt,partiuferias,,,,,,,,1541687816,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b529f6f6455cf91ebe0424cbc0d43cab/5C74050A/t51.2885-15/e35/c0.135.1080.1080/s150x150/43914257_736847583319322_1225042651020109990_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5734b27719be27379441b09b0af438bd/5C69AA40/t51.2885-15/e35/c0.135.1080.1080/s240x240/43914257_736847583319322_1225042651020109990_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a24ec51127fe2700be6513ebacbff430/5C67ECFA/t51.2885-15/e35/c0.135.1080.1080/s320x320/43914257_736847583319322_1225042651020109990_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a3f8ed12b5451f1967727b40a184b23c/5C7B35A0/t51.2885-15/e35/c0.135.1080.1080/s480x480/43914257_736847583319322_1225042651020109990_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e713b617078c8e74531c4023fba9b2b6/5C6C1211/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43914257_736847583319322_1225042651020109990_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e713b617078c8e74531c4023fba9b2b6/5C6C1211/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/43914257_736847583319322_1225042651020109990_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b2d0dd8de74ba6698d33a1ff7128b3f9/5C786052/t51.2885-15/e35/43914257_736847583319322_1225042651020109990_n.jpg,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5fbca2a2f36f6ecf3e6d9535505eb01b/5C87E610/t51.2885-15/e35/43914087_471871560000607_3045759003412560330_n.jpg,28,28,"Atenção :: O Radical Parque estará fechado hoje (08/11).
.
#radicalparque #buzios #buziosrj #dicasdedestino #vemproradical #dicasdeviagem #ferias #partiuferias #alegria #amigos #aventura #diversao #fun #happy #kids #cabofrio #costadosol #regiaodoslagos #errejota #riodejaneiro #babycar #eunofestbuzios",1,1908086654029898065,false,,,,,,1808557796,Bp64rPOHaFR,vemproradical,aventura,radicalparque,buziosrj,costadosol,alegria,errejota,babycar,partiuferias,happy,1541681676,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f771b142d0c2532ebe347cff5a60ee4b/5C74F552/t51.2885-15/e35/s150x150/43914087_471871560000607_3045759003412560330_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/85d7ade19c405d886e3a4bb78ddbbde1/5C7DA018/t51.2885-15/e35/s240x240/43914087_471871560000607_3045759003412560330_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a6d309d2f68deadeffa0d5ade2eb9025/5C645AA2/t51.2885-15/e35/s320x320/43914087_471871560000607_3045759003412560330_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2e8b649c40e19573e668503f1463fa1e/5C64A2F8/t51.2885-15/e35/s480x480/43914087_471871560000607_3045759003412560330_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc0ab20862846f31d85612adf12cc5d7/5C6CD3F5/t51.2885-15/sh0.08/e35/s640x640/43914087_471871560000607_3045759003412560330_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/fc0ab20862846f31d85612adf12cc5d7/5C6CD3F5/t51.2885-15/sh0.08/e35/s640x640/43914087_471871560000607_3045759003412560330_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5fbca2a2f36f6ecf3e6d9535505eb01b/5C87E610/t51.2885-15/e35/43914087_471871560000607_3045759003412560330_n.jpg,riodejaneiro,false,,eunofestbuzios,regiaodoslagos,diversao,buzios,amigos,cabofrio,kids,dicasdeviagem,fun,dicasdedestino,ferias,,,,,,,,,,,,,,
1179,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/12dcd8711d9f9e4145dfc34f23c7ade5/5C885955/t51.2885-15/e35/43915147_120809608913706_5312125735320701027_n.jpg,58,58,#partiuferias 🙏💟,9,1908067704095726213,false,"{""street_address"": ""  Pra\u00e7a Comandante Linneu Gomes "", ""zip_code"": ""04626-001"", ""city_name"": ""S\u00e3o Paulo, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,173819416482985,Aeroporto de Congonhas,aeroporto-de-congonhas,2067228403,Bp60XeuBVqF,partiuferias,,,,,,,,,,1541679417,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/351cb4c8cec4c3aa60ee1a0f960bad05/5C85C592/t51.2885-15/e35/c0.49.1080.1080/s150x150/43915147_120809608913706_5312125735320701027_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/fac752c711864e74d6fc9ca52ad650db/5C7532D8/t51.2885-15/e35/c0.49.1080.1080/s240x240/43915147_120809608913706_5312125735320701027_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/7f8ba07d0bfdedfdcd6702a311ab8433/5C741562/t51.2885-15/e35/c0.49.1080.1080/s320x320/43915147_120809608913706_5312125735320701027_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa861fd0b0babdd083bef0e981f69ac8/5C70CD38/t51.2885-15/e35/c0.49.1080.1080/s480x480/43915147_120809608913706_5312125735320701027_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9235e7cc2eec38eaac80f8efa68917f9/5C7BB9FA/t51.2885-15/sh0.08/e35/c0.49.1080.1080/s640x640/43915147_120809608913706_5312125735320701027_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9235e7cc2eec38eaac80f8efa68917f9/5C7BB9FA/t51.2885-15/sh0.08/e35/c0.49.1080.1080/s640x640/43915147_120809608913706_5312125735320701027_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/12dcd8711d9f9e4145dfc34f23c7ade5/5C885955/t51.2885-15/e35/43915147_120809608913706_5312125735320701027_n.jpg,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e39fde08894efb7028ed784d85c40202/5C84157D/t51.2885-15/e35/44253022_777016042642638_5073745519790713823_n.jpg,83,83,"Um anjo baixou em mim !!!
Pirenópolis, Goiás, Brasil.
🇧🇷👬 #viagens #cidades #paises #lugaresinesqueciveis #viagemadois #viagensromanticas #cidadesinesqueciveis #travel #trip #cities #countries #monde #couples #world #instatravel #travelgram #instatrips #neverstopexploring #partiuferias #essemundoenosso #descanso #paraiso #1001placestogo #futilitymoda #futilityviagens #viajabi #doisiguais #toemviagem #bestplacestovisit_now🇧🇷👬",4,1908057296023839528,false,,,,,,342064350,Bp6yABcl-Mo,bestplacestovisit_now,futilitymoda,couples,essemundoenosso,viajabi,trip,viagemadois,travel,toemviagem,cidades,1541678176,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/cc8ad0d01fb2167d3ad6c256bbe1b9d0/5C6CD851/t51.2885-15/e35/c128.0.768.768/s150x150/44253022_777016042642638_5073745519790713823_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/70d3f7b38859212ee580aa4711adb3c9/5C7EC31B/t51.2885-15/e35/c128.0.768.768/s240x240/44253022_777016042642638_5073745519790713823_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2bb6cc25a4b5f6950669a52333f33cd6/5C6F96A1/t51.2885-15/e35/c128.0.768.768/s320x320/44253022_777016042642638_5073745519790713823_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/41d5684e69ac339699d0f66573d4bc12/5C8748FB/t51.2885-15/e35/c128.0.768.768/s480x480/44253022_777016042642638_5073745519790713823_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c1a216ca78f2d44376ce14a7efaec94/5C709D5B/t51.2885-15/sh0.08/e35/c128.0.768.768/s640x640/44253022_777016042642638_5073745519790713823_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c1a216ca78f2d44376ce14a7efaec94/5C709D5B/t51.2885-15/sh0.08/e35/c128.0.768.768/s640x640/44253022_777016042642638_5073745519790713823_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e39fde08894efb7028ed784d85c40202/5C84157D/t51.2885-15/e35/44253022_777016042642638_5073745519790713823_n.jpg,travelgram,false,,descanso,partiuferias,lugaresinesqueciveis,paraiso,instatrips,instatravel,doisiguais,world,cities,neverstopexploring,paises,1001placestogo,countries,monde,viagens,viagensromanticas,cidadesinesqueciveis,futilityviagens,,,,,,,
480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e936af0d88b3d54f72c34c8391ead44e/5C74685D/t51.2885-15/e35/44705211_2226193264316705_4821105629035404872_n.jpg,25,25,"#partiuferias EUA...
... Delícias da Vida..
..ALEGRIA...AMOR...GRATIDAO...
...Viver a SINTONIA.JUNTOS...
Bora..SER.FELIZ... #eusouprofundamentegrata
#abundanciadivina 
#paznascelulas 
#amamosviajar 
#alegriadeviver 
#dnasagradoraiz",1,1908026278373869279,false,,,,,,1562333689,Bp6q8qAlcbf,eusouprofundamentegrata,abundanciadivina,paznascelulas,dnasagradoraiz,alegriadeviver,amamosviajar,partiuferias,,,,1541674478,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/9ea64f35879df0b943dd29295204b01c/5C6B2C62/t51.2885-15/e35/s150x150/44705211_2226193264316705_4821105629035404872_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ec5396c0a74dc356d6fa25dfccae2176/5C6C2364/t51.2885-15/e35/s240x240/44705211_2226193264316705_4821105629035404872_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3d61e759e9957a2a7c00d83f513e08e6/5C682A1A/t51.2885-15/e35/s320x320/44705211_2226193264316705_4821105629035404872_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e936af0d88b3d54f72c34c8391ead44e/5C74685D/t51.2885-15/e35/44705211_2226193264316705_4821105629035404872_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e936af0d88b3d54f72c34c8391ead44e/5C74685D/t51.2885-15/e35/44705211_2226193264316705_4821105629035404872_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e936af0d88b3d54f72c34c8391ead44e/5C74685D/t51.2885-15/e35/44705211_2226193264316705_4821105629035404872_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e936af0d88b3d54f72c34c8391ead44e/5C74685D/t51.2885-15/e35/44705211_2226193264316705_4821105629035404872_n.jpg,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/8bc51363cf5e0ee7ff4b86fe0f990eef/5C6591E7/t51.2885-15/e35/43011884_555679984877223_4653809846590860014_n.jpg,91,91,"Nos despedindo deste paraíso!!!!Semana de muito trabalho e alegria. Quero agradecer a todos que participaram deste  job  conosco e tenho certeza que o resultado vai ficar lindo !!!
Gratos a todos @byankabonii @mesquitarafa @dr.thiagonunes @nahiaracarolina @yaracymar @indcor @fredericofoto @img_filmes @dadivahotel - Pirenópolis -GO 👬🇧🇷##viagens #ciudades#cidades#cities # cidadesinesqueciveis #viagemadois #viagensromanticas #cidadesinesquecuveis #travel #contries #monde #world #instatravel #travelgram #instatrips #neverstopexploring #partiuferias #essenundoenosso #descanso #paraiso#futilityviagens#viajabi#doisiguais",7,1908015188667625197,false,"{""street_address"": ""Rua Direita, 36"", ""zip_code"": """", ""city_name"": ""Piren\u00f3polis"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,296543637631834,Dádiva Hotel Boutique/grupo Villa Hotéis,dadiva-hotel-boutiquegrupo-villa-hoteis,44012507,Bp6obR6lW7t,neverstopexploring,cidadesinesquecuveis,viajabi,ciudades,viagemadois,travel,cidades,contries,travelgram,descanso,1541673156,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/22a54ab2642e9b24c00046e01dde165e/5C84179C/t51.2885-15/e35/c2.0.1076.1076/s150x150/43011884_555679984877223_4653809846590860014_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d34bdaea9dc00600f53675e7f84835b8/5C7E2ED6/t51.2885-15/e35/c2.0.1076.1076/s240x240/43011884_555679984877223_4653809846590860014_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/0eaa396f7f07480c3fd4e407753e0491/5C75D36C/t51.2885-15/e35/c2.0.1076.1076/s320x320/43011884_555679984877223_4653809846590860014_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/550730ca39aa56165367f7d5956c1983/5C748436/t51.2885-15/e35/c2.0.1076.1076/s480x480/43011884_555679984877223_4653809846590860014_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/7838beae7aadf657d95db3e5d33e4af1/5C89B796/t51.2885-15/sh0.08/e35/c2.0.1076.1076/s640x640/43011884_555679984877223_4653809846590860014_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7838beae7aadf657d95db3e5d33e4af1/5C89B796/t51.2885-15/sh0.08/e35/c2.0.1076.1076/s640x640/43011884_555679984877223_4653809846590860014_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8bc51363cf5e0ee7ff4b86fe0f990eef/5C6591E7/t51.2885-15/e35/43011884_555679984877223_4653809846590860014_n.jpg,partiuferias,false,,paraiso,instatrips,instatravel,doisiguais,world,cities,futilityviagens,essenundoenosso,monde,viagens,viagensromanticas,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/91b028488ffddb77e802776d7b9757d9/5C6E01CD/t51.2885-15/e35/43912920_800030753698874_1322337584228666998_n.jpg,64,64,"Dezembro é uma época especial em Nova York, com neve e comemorações natalinas. Aproveite que temos ótimos preços para esse final de ano e garanta sua passagem e hospedagem. Peça a sua cotação: 📞 (786) 609-4195 e +1 (786) 609-5265.
*
#braziltravelmiami #melhoresdestinos #destinomiami #proximaparada #passagemaerea #passagemaereabarata #passagembarata #partiuferias #newyork #nyc #promoção #braziltravel",3,1908014436469529282,false,,,,,,4784130269,Bp6oQVYFVrC,proximaparada,destinomiami,newyork,braziltravelmiami,promoção,passagemaereabarata,passagemaerea,braziltravel,nyc,passagembarata,1541673067,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/925b12e456a699388945d9857d7390ec/5C855B8F/t51.2885-15/e35/s150x150/43912920_800030753698874_1322337584228666998_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c97ad59d14c40405e3bd3539211df66/5C70A6C5/t51.2885-15/e35/s240x240/43912920_800030753698874_1322337584228666998_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f8d5cca11e3599a9198f98a8e374e2c/5C7DC47F/t51.2885-15/e35/s320x320/43912920_800030753698874_1322337584228666998_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a35b0813b76de153a3ec6cec74e51a7d/5C666D25/t51.2885-15/e35/s480x480/43912920_800030753698874_1322337584228666998_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/fcf1dd129403f9796ddf1ebc1f121628/5C89D828/t51.2885-15/sh0.08/e35/s640x640/43912920_800030753698874_1322337584228666998_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/fcf1dd129403f9796ddf1ebc1f121628/5C89D828/t51.2885-15/sh0.08/e35/s640x640/43912920_800030753698874_1322337584228666998_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/91b028488ffddb77e802776d7b9757d9/5C6E01CD/t51.2885-15/e35/43912920_800030753698874_1322337584228666998_n.jpg,partiuferias,false,,melhoresdestinos,,,,,,,,,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf5ec3d0566ed44c6d4a0e53aed5925e/5C8335C1/t51.2885-15/e35/s1080x1080/43263013_231738904425534_3326023618046764126_n.jpg,194,194,"Já pensou em antecipar o final de semana! Reunir a galera e curtir no maior Complexo Turístico de Canoa Quebrada!
Então vem logo pra ChegaMaisBeach.
.
A Sua melhor opção em Canoa Quebrada. Fone: (88) 3421-7101/7366 - (88) 9 9916-0023
.
#canoaquebrada #praia #família #momentos #canoabeach #fotos #partiuferias #goprobr #vib #chegamaisbeach #vibes #LetsGuide #Google #best #chegamais #canoa #tripadvisor #partiucanoa",0,1908012323840717859,false,,,,,,1486189326,Bp6nxl1l_Qj,goprobr,vib,momentos,Google,fotos,canoabeach,canoaquebrada,partiucanoa,praia,vibes,1541672815,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/60730b9d6fd093a7cdeff2f6315ae16c/5C74DCD1/t51.2885-15/e35/s150x150/43263013_231738904425534_3326023618046764126_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/9374033fd0515782b95021109da4d8ea/5C8A569B/t51.2885-15/e35/s240x240/43263013_231738904425534_3326023618046764126_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a5a1c2be859bd0e74fd0b8bef44a74ad/5C641021/t51.2885-15/e35/s320x320/43263013_231738904425534_3326023618046764126_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b99e2a44e880bb9f9def908be0e96f0f/5C83027B/t51.2885-15/e35/s480x480/43263013_231738904425534_3326023618046764126_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/1003f73bbca4126ee7b8fa7e64d11c7c/5C6C5F76/t51.2885-15/sh0.08/e35/s640x640/43263013_231738904425534_3326023618046764126_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1003f73bbca4126ee7b8fa7e64d11c7c/5C6C5F76/t51.2885-15/sh0.08/e35/s640x640/43263013_231738904425534_3326023618046764126_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/bf5ec3d0566ed44c6d4a0e53aed5925e/5C8335C1/t51.2885-15/e35/s1080x1080/43263013_231738904425534_3326023618046764126_n.jpg,canoa,false,,chegamais,tripadvisor,família,chegamaisbeach,partiuferias,best,LetsGuide,,,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/b72e65a91987d77ac153defd68e54c69/5C76B991/t51.2885-15/e35/44466968_1940862952665951_5059942627168190920_n.jpg,75,75,Bom dia !!! Pirenópolis -Go 👬🇧🇷##viagens #ciudades#cidades#cities # cidadesinesqueciveis #viagemadois #viagensromanticas #cidadesinesquecuveis #travel #contries #monde #world #instatravel #travelgram #instatrips #neverstopexploring #partiuferias #essenundoenosso #descanso #paraiso#futilityviagens#viajabi#doisiguais,1,1908011733148402205,false,"{""street_address"": ""Rua Direita, 36"", ""zip_code"": """", ""city_name"": ""Piren\u00f3polis"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,296543637631834,Dádiva Hotel Boutique/grupo Villa Hotéis,dadiva-hotel-boutiquegrupo-villa-hoteis,44012507,Bp6no_tloId,neverstopexploring,cidadesinesquecuveis,viajabi,ciudades,viagemadois,travel,cidades,contries,travelgram,descanso,1541672744,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/34b765dca239084a61992a10331fe4d8/5C8950AE/t51.2885-15/e35/s150x150/44466968_1940862952665951_5059942627168190920_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d1b48229c847fa23a5deeb5d932d0f67/5C6DD8A8/t51.2885-15/e35/s240x240/44466968_1940862952665951_5059942627168190920_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/753528114a0e2e95e5a20ef845d57cdf/5C74D4D6/t51.2885-15/e35/s320x320/44466968_1940862952665951_5059942627168190920_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7376c93fb20c8b1e625cdb25c7d7716d/5C89A891/t51.2885-15/e35/s480x480/44466968_1940862952665951_5059942627168190920_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/0db1fd492cbb478b6cff33446c27bd1c/5C72CB2B/t51.2885-15/sh0.08/e35/s640x640/44466968_1940862952665951_5059942627168190920_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0db1fd492cbb478b6cff33446c27bd1c/5C72CB2B/t51.2885-15/sh0.08/e35/s640x640/44466968_1940862952665951_5059942627168190920_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b72e65a91987d77ac153defd68e54c69/5C76B991/t51.2885-15/e35/44466968_1940862952665951_5059942627168190920_n.jpg,partiuferias,false,,paraiso,instatrips,instatravel,doisiguais,world,cities,futilityviagens,essenundoenosso,monde,viagens,viagensromanticas,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/e1f06b520b8528188384dd211d491591/5C661ACD/t51.2885-15/e35/44544650_337071487059370_6471980977198385880_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/45be4ac07c2dccb5dc00d7dab8f083ab/5C700835/t51.2885-15/e35/44691804_321445938652122_7794546334236291560_n.jpg,,,
