dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,urls/1,urls/2,urls/3,location,comments_disabled,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,video_view_count,tags/25,tags/26,tags/27,tags/28,tags/29
480,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f54496de7310e484f8478bd75cd26e9a/5C80AA98/t51.2885-15/e35/45580789_321992485063322_5641494579514234676_n.jpg,20,20,"SAMO
.
.
.
.
.
#jeanmichelbasquiat #newexpressionism #art #ccbbrj",0,1915698021383964269,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,647644355,BqV7TNdgoZt,newexpressionism,jeanmichelbasquiat,art,ccbbrj,,,,,,,,,,,,,,,,,,,,,,1542589021,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/66c5a2a7d171d75117bba2edbf0d8a67/5C822F32/t51.2885-15/e35/c67.0.405.405/s150x150/45580789_321992485063322_5641494579514234676_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b97a3b7a5def6a67a7899b627670b9a9/5C90ED78/t51.2885-15/e35/c67.0.405.405/s240x240/45580789_321992485063322_5641494579514234676_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/ca2dc673858c3162fef9fb1d77985664/5C794FC2/t51.2885-15/e35/c67.0.405.405/s320x320/45580789_321992485063322_5641494579514234676_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/6fb126cccfe2b5438afbdfb90ef6544e/5CAD39CF/t51.2885-15/e35/c67.0.405.405/45580789_321992485063322_5641494579514234676_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6fb126cccfe2b5438afbdfb90ef6544e/5CAD39CF/t51.2885-15/e35/c67.0.405.405/45580789_321992485063322_5641494579514234676_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6fb126cccfe2b5438afbdfb90ef6544e/5CAD39CF/t51.2885-15/e35/c67.0.405.405/45580789_321992485063322_5641494579514234676_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f54496de7310e484f8478bd75cd26e9a/5C80AA98/t51.2885-15/e35/45580789_321992485063322_5641494579514234676_n.jpg,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e10927856dc7c0e9d5fa471b4d054362/5CB007A4/t51.2885-15/e35/46168577_723565194682513_187489792215220224_n.jpg,26,26,"Divina arte (Basquiat) - Rio, 2018...
#olhar #compendiodoolhar #vida #viver #planetaterra #ccbbrj #basquiat #basquiatnoccbb #arte #art_photography #divinaarte #eternalized_moment #respirofotografia #ig_worldclub",0,1915697823387990193,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,6916907146,BqV7QVEB7ix,ig_worldclub,basquiatnoccbb,respirofotografia,vida,viver,compendiodoolhar,arte,eternalized_moment,planetaterra,art_photography,olhar,ccbbrj,basquiat,divinaarte,,,,,,,,,,,,1542588998,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/6339eabfe6be3e7079dac14053726c63/5C7C8E16/t51.2885-15/e35/c0.135.1080.1080/s150x150/46168577_723565194682513_187489792215220224_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/175513161f88810a910768d8a3911012/5C6A18A3/t51.2885-15/e35/c0.135.1080.1080/s240x240/46168577_723565194682513_187489792215220224_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e886f219af33e48e676f169cd1cbe0d9/5C6A8F1B/t51.2885-15/e35/c0.135.1080.1080/s320x320/46168577_723565194682513_187489792215220224_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c05359f3661fa96c90cc6d7e0ca7948/5CAE1C47/t51.2885-15/e35/c0.135.1080.1080/s480x480/46168577_723565194682513_187489792215220224_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5822a5fc758006d1e2ec5a558107f8e4/5C6EC681/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/46168577_723565194682513_187489792215220224_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5822a5fc758006d1e2ec5a558107f8e4/5C6EC681/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/46168577_723565194682513_187489792215220224_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e10927856dc7c0e9d5fa471b4d054362/5CB007A4/t51.2885-15/e35/46168577_723565194682513_187489792215220224_n.jpg,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/6803195064e5515538324d9a13bc2043/5C6B05D0/t51.2885-15/e35/44835966_309739176419645_2800974819145809920_n.jpg,36,36,"A Arte de Basquiat - Rio, 2018...
#olhar #compendiodoolhar #vida #viver #planetaterra #ccbbrj #eternalized_moment #respirofotografia #arte #art_photography #amoarte #artphotos #basquiat #basquiatnoccbb #divinaarte #ig_worldclub",0,1915691533953444995,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,6916907146,BqV50zkhKyD,ig_worldclub,basquiatnoccbb,respirofotografia,vida,viver,compendiodoolhar,arte,basquiat,amoarte,planetaterra,art_photography,artphotos,olhar,ccbbrj,eternalized_moment,divinaarte,,,,,,,,,,1542588248,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1facaf4fc89dbecff2ea465370b3dabc/5C6AE188/t51.2885-15/e35/c0.135.1080.1080/s150x150/44835966_309739176419645_2800974819145809920_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/3146883a424fc43f3afcbec5ec1131f4/5C745CC2/t51.2885-15/e35/c0.135.1080.1080/s240x240/44835966_309739176419645_2800974819145809920_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c7df841414907a256ecd0144e69058b/5C904078/t51.2885-15/e35/c0.135.1080.1080/s320x320/44835966_309739176419645_2800974819145809920_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab5f1488efac37d8904a92330af9a649/5C819B22/t51.2885-15/e35/c0.135.1080.1080/s480x480/44835966_309739176419645_2800974819145809920_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/c8abbaa03abe88ec606f6371a7f07abd/5C843E93/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44835966_309739176419645_2800974819145809920_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c8abbaa03abe88ec606f6371a7f07abd/5C843E93/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44835966_309739176419645_2800974819145809920_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6803195064e5515538324d9a13bc2043/5C6B05D0/t51.2885-15/e35/44835966_309739176419645_2800974819145809920_n.jpg,,,,,false,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/0a5d9247c382e6d923a0ecd6ade2ad92/5C8F58EE/t51.2885-15/e35/44374725_739410776419845_6051404872112636457_n.jpg,34,34,"Status: Mamando nas tetas dos equipamentos culturais cariocas.
Jean Michel Basquiat - O coelho / Dois cachorros. .
.
#basquiat #andywarhol #contemporaryart #neoexpressionism #historyofart #museum #ccbbrj",1,1915649601912011411,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,2320294689,BqVwSnUFXqT,neoexpressionism,contemporaryart,museum,historyofart,ccbbrj,andywarhol,basquiat,,,,,,,,,,,,,,,,,,,1542583249,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/8370870c6cd828ca6743f04daa8b8018/5C760EAC/t51.2885-15/e35/s150x150/44374725_739410776419845_6051404872112636457_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/13b2472b47654dffc4fbd2a78e1b85ca/5C6D0BE6/t51.2885-15/e35/s240x240/44374725_739410776419845_6051404872112636457_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/89ee436282d6a8bc2a5380e377d54656/5CADCF5C/t51.2885-15/e35/s320x320/44374725_739410776419845_6051404872112636457_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/8931ad944cb36ae32a333b5e4d99afa4/5CAF6506/t51.2885-15/e35/s480x480/44374725_739410776419845_6051404872112636457_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/55e5ce731de524d01a8e7df475222a84/5C8F4D0B/t51.2885-15/sh0.08/e35/s640x640/44374725_739410776419845_6051404872112636457_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/55e5ce731de524d01a8e7df475222a84/5C8F4D0B/t51.2885-15/sh0.08/e35/s640x640/44374725_739410776419845_6051404872112636457_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/0a5d9247c382e6d923a0ecd6ade2ad92/5C8F58EE/t51.2885-15/e35/44374725_739410776419845_6051404872112636457_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/09ef0d7a2a97431a0986920502d60c45/5C81CAB1/t51.2885-15/e35/44729075_306267070212477_3419060195098094630_n.jpg,,,,false,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/2d578e26888630d0bbb36b6ad520c554/5C6E4661/t51.2885-15/e35/44826348_1144799125691908_8292539610327040793_n.jpg,9,9,#ccbb #ccbbrj #ccbbriodejaneiro #jean #jeanbasquiat #jeanmichaelbasquiat #rio #riodejaneiro #bancodobrasil,0,1915644968144280965,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,36703681,BqVvPLyAR2F,jeanbasquiat,riodejaneiro,bancodobrasil,rio,ccbb,jeanmichaelbasquiat,jean,ccbbriodejaneiro,ccbbrj,,,,,,,,,,,,,,,,,1542582697,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3cb360963bcfaadadc4ad820530c8f68/5C6E525E/t51.2885-15/e35/s150x150/44826348_1144799125691908_8292539610327040793_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b8d859b2793a67a1586f80f2379cb07/5C6F4958/t51.2885-15/e35/s240x240/44826348_1144799125691908_8292539610327040793_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/cea3ae0a586c20b21774f0d7224b1da9/5C839526/t51.2885-15/e35/s320x320/44826348_1144799125691908_8292539610327040793_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/aed8f9f0901917b3b1ca1677afd4c8fa/5C8BC061/t51.2885-15/e35/s480x480/44826348_1144799125691908_8292539610327040793_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2af25420b33ae67cf7e26af5cdb32474/5C71F0DB/t51.2885-15/sh0.08/e35/s640x640/44826348_1144799125691908_8292539610327040793_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2af25420b33ae67cf7e26af5cdb32474/5C71F0DB/t51.2885-15/sh0.08/e35/s640x640/44826348_1144799125691908_8292539610327040793_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2d578e26888630d0bbb36b6ad520c554/5C6E4661/t51.2885-15/e35/44826348_1144799125691908_8292539610327040793_n.jpg,,,,,false,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/d23e4f59a1d2dc950fec1aebf62cb055/5C80E1E1/t51.2885-15/e35/44788540_765645150446246_1271132639850458365_n.jpg,51,51,I'm a queen in a Basquiat world. #TheFirstBlackKing #queen #Basquiat #CCBB #CCBBRJ #RJ #art #arte,0,1915642951791357129,false,"{""street_address"": ""Rua Primeiro de Mar\u00e7o, 66 - Centro"", ""zip_code"": ""20010-000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,7366863,CCBB Rio de Janeiro,ccbb-rio-de-janeiro,764611574,BqVux16ASzJ,art,queen,CCBB,arte,RJ,TheFirstBlackKing,CCBBRJ,Basquiat,,,,,,,,,,,,,,,,,,1542582457,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/145d33572a11769e03ca1590715d4824/5C7C86B9/t51.2885-15/e35/c0.135.1080.1080/s150x150/44788540_765645150446246_1271132639850458365_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a68c1f61a87850344b7166a94e49e9d1/5C8CBAF3/t51.2885-15/e35/c0.135.1080.1080/s240x240/44788540_765645150446246_1271132639850458365_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/1abbd3ecada3cdc7b3ac2e685188eb89/5C7FCA49/t51.2885-15/e35/c0.135.1080.1080/s320x320/44788540_765645150446246_1271132639850458365_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9aec36fb40e1c5b7272138a921940164/5CAC4013/t51.2885-15/e35/c0.135.1080.1080/s480x480/44788540_765645150446246_1271132639850458365_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab5374ec73ce557affadf6ed9f0d4f7a/5C73CAA2/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44788540_765645150446246_1271132639850458365_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab5374ec73ce557affadf6ed9f0d4f7a/5C73CAA2/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44788540_765645150446246_1271132639850458365_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d23e4f59a1d2dc950fec1aebf62cb055/5C80E1E1/t51.2885-15/e35/44788540_765645150446246_1271132639850458365_n.jpg,,,,,false,,,,,,,,,,,,
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/279f592138a56f1fc97c1334fbbe2c4c/5C8C9398/t51.2885-15/e35/44400367_349607409130545_3232093870479902817_n.jpg,276,276,"Azulejos do Athos Bulcão, que adorna nossas lojas, em exposição no @ccbbrj. Dica de ótimo programa pra esse feriadão.
.
#livrariatravessa #travessaccbb #athosbulcao #ccbbrj #athosbulcao100anos",1,1915642785932246748,false,,,,,,20741331,BqVuvbcB_7c,athosbulcao100anos,ccbbrj,athosbulcao,livrariatravessa,travessaccbb,,,,,,,,,,,,,,,,,,,,,1542582437,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7c37c5f562ee9d574ebbca52204de6b0/5C8F0EDA/t51.2885-15/e35/s150x150/44400367_349607409130545_3232093870479902817_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/44b1bf9ad4483a3b4ec44a3479db0437/5C8EFE90/t51.2885-15/e35/s240x240/44400367_349607409130545_3232093870479902817_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3214524147efbe79c147167283c3c695/5C6A492A/t51.2885-15/e35/s320x320/44400367_349607409130545_3232093870479902817_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/0d687f45a9df3b839102f1daa90f159c/5C8E8A70/t51.2885-15/e35/s480x480/44400367_349607409130545_3232093870479902817_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/dae4cfa0434354e8adcf696858a7c5f2/5C7C677D/t51.2885-15/sh0.08/e35/s640x640/44400367_349607409130545_3232093870479902817_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dae4cfa0434354e8adcf696858a7c5f2/5C7C677D/t51.2885-15/sh0.08/e35/s640x640/44400367_349607409130545_3232093870479902817_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/279f592138a56f1fc97c1334fbbe2c4c/5C8C9398/t51.2885-15/e35/44400367_349607409130545_3232093870479902817_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6e14d2a80ef7a65f85f38e9d5b56522f/5C6DD1D8/t51.2885-15/e35/44325904_266179474067688_7855860305851956364_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cc17cb63b798f684287ad57906df1316/5C704A07/t51.2885-15/e35/44673027_298551024328919_6999091328927821585_n.jpg,,,false,,,,,,,,,,,,
1351,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/69dedd9638f29c7d30e7299d119fab0f/5C8E2E32/t51.2885-15/e35/44766457_333566644097530_5447610765898940416_n.jpg,2,2,#100anosdeathosbulcao #ccbbrj #athosbulcao,0,1915642540180914242,false,,,,,,39358557,BqVur2kHEBC,athosbulcao,ccbbrj,100anosdeathosbulcao,,,,,,,,,,,,,,,,,,,,,,,1542582407,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b1f26d476902d307ee4ac4d1543a4610/5C6F516A/t51.2885-15/e35/c0.135.1080.1080/s150x150/44766457_333566644097530_5447610765898940416_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/2bd50b2442f104b6b0a0265bc4f0f9b4/5C805C20/t51.2885-15/e35/c0.135.1080.1080/s240x240/44766457_333566644097530_5447610765898940416_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/9542729f29a37cdf969985feb7b6debc/5C72E29A/t51.2885-15/e35/c0.135.1080.1080/s320x320/44766457_333566644097530_5447610765898940416_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/47d3d735b9ad7f4989e2b3fd13fd3e0e/5CB13CC0/t51.2885-15/e35/c0.135.1080.1080/s480x480/44766457_333566644097530_5447610765898940416_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b6fc9192bd296ab062894b43cdab2c01/5C83D371/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44766457_333566644097530_5447610765898940416_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b6fc9192bd296ab062894b43cdab2c01/5C83D371/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44766457_333566644097530_5447610765898940416_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/69dedd9638f29c7d30e7299d119fab0f/5C8E2E32/t51.2885-15/e35/44766457_333566644097530_5447610765898940416_n.jpg,,,,,false,,,,,,,,,,,,
566,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/38f1890884d8bd4c9147ea01bd0458b8/5C74CB96/t51.2885-15/e35/44847229_2388723384475782_7515120280306450432_n.jpg,0,0,#athosbulcão #ccbbrj #100anosdeathosbulcao,0,1915640943686409043,false,,,,,,39358557,BqVuUntn1tT,athosbulcão,ccbbrj,100anosdeathosbulcao,,,,,,,,,,,,,,,,,,,,,,,1542582217,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/bc82c90f23a71ce549c1f9d5235faba3/5C6E271C/t51.2885-15/e35/c257.0.566.566/s150x150/44847229_2388723384475782_7515120280306450432_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab4581163c461b98f094b03119c310f2/5C7E621A/t51.2885-15/e35/c257.0.566.566/s240x240/44847229_2388723384475782_7515120280306450432_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f81776d2fba51fd57c63d0fbf64aea85/5C7C8564/t51.2885-15/e35/c257.0.566.566/s320x320/44847229_2388723384475782_7515120280306450432_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a0b098441dcb4f60120bc679de897779/5C72A323/t51.2885-15/e35/c257.0.566.566/s480x480/44847229_2388723384475782_7515120280306450432_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/179eb743f5507a429001e87757eaa4fc/5C7948ED/t51.2885-15/e35/c257.0.566.566/44847229_2388723384475782_7515120280306450432_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/179eb743f5507a429001e87757eaa4fc/5C7948ED/t51.2885-15/e35/c257.0.566.566/44847229_2388723384475782_7515120280306450432_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/38f1890884d8bd4c9147ea01bd0458b8/5C74CB96/t51.2885-15/e35/44847229_2388723384475782_7515120280306450432_n.jpg,,,,,false,,,,,,,,,,,,
719,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/93534c900f83f8c1d18579c364e172bb/5C7CE507/t51.2885-15/e35/44702343_2242991799271712_5719766273462632448_n.jpg,4,4,#ccbbrj #basquiat,0,1915636503377982631,false,,,,,,39358557,BqVtUAWnbSn,ccbbrj,basquiat,,,,,,,,,,,,,,,,,,,,,,,,1542581688,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c259f5fdac1a5dc92f4ad7d043d5a681/5C74E04D/t51.2885-15/e35/c180.0.719.719/s150x150/44702343_2242991799271712_5719766273462632448_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/968ea6be178fbd9a85e011d3230ed95c/5C6CD34B/t51.2885-15/e35/c180.0.719.719/s240x240/44702343_2242991799271712_5719766273462632448_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/0c1c5137ec4d60b1441950a9306384c4/5C8CBB35/t51.2885-15/e35/c180.0.719.719/s320x320/44702343_2242991799271712_5719766273462632448_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c165f1e145bd30368f1804e6ea0166db/5CAE1B72/t51.2885-15/e35/c180.0.719.719/s480x480/44702343_2242991799271712_5719766273462632448_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9798623b98037b8474a20f337a99a679/5C8BB779/t51.2885-15/sh0.08/e35/c180.0.719.719/s640x640/44702343_2242991799271712_5719766273462632448_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9798623b98037b8474a20f337a99a679/5C8BB779/t51.2885-15/sh0.08/e35/c180.0.719.719/s640x640/44702343_2242991799271712_5719766273462632448_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/93534c900f83f8c1d18579c364e172bb/5C7CE507/t51.2885-15/e35/44702343_2242991799271712_5719766273462632448_n.jpg,,,,,false,,,,,,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/42a4ad58b585b9b3f96663d31afa182d/5C8E2400/t51.2885-15/e35/44708753_2043086379062806_5245034308351033344_n.jpg,0,0,#athosbulcão #ccbbrj #100anosdeathosbulcao,0,1915634629052482635,false,,,,,,39358557,BqVs4uwHERL,athosbulcão,ccbbrj,100anosdeathosbulcao,,,,,,,,,,,,,,,,,,,,,,,1542581464,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/6d6f16ee017be160ce2caacf42d20973/5C80F003/t51.2885-15/e35/c135.0.810.810/s150x150/44708753_2043086379062806_5245034308351033344_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a56c61bfc11caa3530a249be67e088a4/5C8FE405/t51.2885-15/e35/c135.0.810.810/s240x240/44708753_2043086379062806_5245034308351033344_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e39da578d465287f631977113ea391e0/5C8C447B/t51.2885-15/e35/c135.0.810.810/s320x320/44708753_2043086379062806_5245034308351033344_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/de71945a8c4745e502989c9715b7b607/5C72673C/t51.2885-15/e35/c135.0.810.810/s480x480/44708753_2043086379062806_5245034308351033344_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/ed994f6dd3ccb073034c53d83b1ae030/5C72E737/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/44708753_2043086379062806_5245034308351033344_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ed994f6dd3ccb073034c53d83b1ae030/5C72E737/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/44708753_2043086379062806_5245034308351033344_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/42a4ad58b585b9b3f96663d31afa182d/5C8E2400/t51.2885-15/e35/44708753_2043086379062806_5245034308351033344_n.jpg,,,,,false,,,,,,,,,,,,
