dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,comments_disabled,location,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,video_view_count
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e19f5d0e38f353c36d85c0b213fdadb/5CACB1A3/t51.2885-15/e35/44564669_124973571831487_4220983903412053658_n.jpg,81,81,Gostei rs ☉🌊🌞 #Like4Like #InstaGyy #Photo #Rj #gym #fit #muscle #sexy #Fallow4fallow #carioca #happy #021 #instagood #ipanemabeach,4,1916158534236895533,false,,,,,,6174646197,BqXkAjehfkt,muscle,fit,Photo,gym,Fallow4fallow,instagood,carioca,1542643919,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c7d11306515947695e9d8720a826e199/5C8E245E/t51.2885-15/e35/c0.97.774.774/s150x150/44564669_124973571831487_4220983903412053658_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/1038f2a312c41e7b90ed591afbd94f23/5C7C2414/t51.2885-15/e35/c0.97.774.774/s240x240/44564669_124973571831487_4220983903412053658_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/1cb5eeac3f150510df9360d988eab7d8/5C72D2AE/t51.2885-15/e35/c0.97.774.774/s320x320/44564669_124973571831487_4220983903412053658_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ca0cfc3fe856489edaf2268d924162b9/5C8B1BF4/t51.2885-15/e35/c0.97.774.774/s480x480/44564669_124973571831487_4220983903412053658_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b7718e72696606c6cbc8cc584f31b2fd/5C809F17/t51.2885-15/sh0.08/e35/c0.97.774.774/s640x640/44564669_124973571831487_4220983903412053658_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b7718e72696606c6cbc8cc584f31b2fd/5C809F17/t51.2885-15/sh0.08/e35/c0.97.774.774/s640x640/44564669_124973571831487_4220983903412053658_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8e19f5d0e38f353c36d85c0b213fdadb/5CACB1A3/t51.2885-15/e35/44564669_124973571831487_4220983903412053658_n.jpg,021,InstaGyy,sexy,Like4Like,ipanemabeach,Rj,happy,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/c9531117b66a32451156f79809ca76cb/5C75D50C/t51.2885-15/e35/45564753_538684403243103_2281237107215171584_n.jpg,36,36,"Que nossa amizade seja eterna.
Te amo nega
#friends #forever #love #amazing #goodvibes #bff #riodejaneiro #errejota #ipanema #ipanemabeach #loverio #bestoftheday #picoftheday #beautiful #cute #instagood #instadaily #instabeach #beach #life #nigga #thankful #instamoment #instamood",0,1916157051333362627,false,"{""street_address"": ""Avenida Vieira Souto"", ""zip_code"": ""RJ.22420.000"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,212923345,Praia de Ipanema - Ipanema Beach,praia-de-ipanema-ipanema-beach,3213143536,BqXjq-alcPD,beautiful,cute,nigga,love,ipanema,thankful,loverio,1542643742,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/eddf781e973ec107ccd67cd88df678b8/5CAE1754/t51.2885-15/e35/c0.135.1080.1080/s150x150/45564753_538684403243103_2281237107215171584_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ebcb12405edfd6ba5053a6fbc527fc4b/5C7B191E/t51.2885-15/e35/c0.135.1080.1080/s240x240/45564753_538684403243103_2281237107215171584_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/66902671f74959f160ab8118329df0fb/5C7C77A4/t51.2885-15/e35/c0.135.1080.1080/s320x320/45564753_538684403243103_2281237107215171584_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/0aedf7a5cef132df0448bf35ce42a4c4/5C7865FE/t51.2885-15/e35/c0.135.1080.1080/s480x480/45564753_538684403243103_2281237107215171584_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e7c6beb3235e8210a3fe7c0e03b15982/5C7D684F/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45564753_538684403243103_2281237107215171584_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e7c6beb3235e8210a3fe7c0e03b15982/5C7D684F/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45564753_538684403243103_2281237107215171584_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c9531117b66a32451156f79809ca76cb/5C75D50C/t51.2885-15/e35/45564753_538684403243103_2281237107215171584_n.jpg,instadaily,bff,errejota,amazing,bestoftheday,instabeach,picoftheday,riodejaneiro,life,false,,ipanemabeach,instamoment,friends,forever,beach,instagood,goodvibes,instamood,,,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd21471a734806397d843839690d919d/5C704F4B/t51.2885-15/e35/44761047_257295388477509_7493845249935734885_n.jpg,62,62,Ontem deu praia ☉💙 #Like4Like #InstaGyy #Photo #Rj #gym #fit #muscle #sexy #Fallow4fallow #carioca #happy #021 #instagood #ipanemabeach,1,1916156787032487270,false,,,,,,6174646197,BqXjnIRBnVm,muscle,fit,Photo,gym,Fallow4fallow,instagood,carioca,1542643710,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/bb0d04c7b69e936936bb1d2bb36830a2/5C8C48B6/t51.2885-15/e35/c0.97.774.774/s150x150/44761047_257295388477509_7493845249935734885_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/ba998545b96fb100d72655ff18f82d75/5C6E9FFC/t51.2885-15/e35/c0.97.774.774/s240x240/44761047_257295388477509_7493845249935734885_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/6e4c2bb743ae42db945f1bbc006a6704/5C77C946/t51.2885-15/e35/c0.97.774.774/s320x320/44761047_257295388477509_7493845249935734885_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/db0aa12d1b10daaf16d8c0e972b0f98a/5CB1E11C/t51.2885-15/e35/c0.97.774.774/s480x480/44761047_257295388477509_7493845249935734885_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/13265cd03326145ecca6205538d3aa88/5CB220FF/t51.2885-15/sh0.08/e35/c0.97.774.774/s640x640/44761047_257295388477509_7493845249935734885_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/13265cd03326145ecca6205538d3aa88/5CB220FF/t51.2885-15/sh0.08/e35/c0.97.774.774/s640x640/44761047_257295388477509_7493845249935734885_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd21471a734806397d843839690d919d/5C704F4B/t51.2885-15/e35/44761047_257295388477509_7493845249935734885_n.jpg,021,InstaGyy,sexy,Like4Like,ipanemabeach,Rj,happy,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ae603bcdfe51b84410b6fdc95043b4f/5C8D0095/t51.2885-15/e35/46200614_280179619301121_1260562676656162099_n.jpg,60,60,"É fora da sua zona de conforto que você encontrará coisas incríveis.
Mude sua rota! 💙☀️🌴 #deontem #beach #peace #ceuazul #praiana #rj40graus #zonasul #ipanemabeach #blessed🙏",1,1916152045029536942,false,"{""street_address"": ""Praia do Arpoador - Avenida Francisco Bhering, s/n - Ipanema"", ""zip_code"": ""22010-110"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1884247695195967,Pedra do Arpoador - Praia de Ipanema,pedra-do-arpoador-praia-de-ipanema,416313923,BqXiiH7n7Su,deontem,zonasul,ipanemabeach,peace,blessed,rj40graus,praiana,1542643145,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/96805bb617a342b4625a6f77da72df4e/5C8D0051/t51.2885-15/e35/c0.96.768.768/s150x150/46200614_280179619301121_1260562676656162099_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/194f1c0ce1c9160102beefbfb9321923/5CB1331B/t51.2885-15/e35/c0.96.768.768/s240x240/46200614_280179619301121_1260562676656162099_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c169931d54418a796c6ce6b2765fc8ef/5C7EA2A1/t51.2885-15/e35/c0.96.768.768/s320x320/46200614_280179619301121_1260562676656162099_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d8d2adcc6da041058a1003ff96e16f9f/5C6F19FB/t51.2885-15/e35/c0.96.768.768/s480x480/46200614_280179619301121_1260562676656162099_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/dffd6c8ed8124722df79585bc7ebc5aa/5CAC7418/t51.2885-15/sh0.08/e35/c0.96.768.768/s640x640/46200614_280179619301121_1260562676656162099_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dffd6c8ed8124722df79585bc7ebc5aa/5CAC7418/t51.2885-15/sh0.08/e35/c0.96.768.768/s640x640/46200614_280179619301121_1260562676656162099_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ae603bcdfe51b84410b6fdc95043b4f/5C8D0095/t51.2885-15/e35/46200614_280179619301121_1260562676656162099_n.jpg,ceuazul,beach,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/3a7714487910042429bead00710bdbea/5C7FDD61/t51.2885-15/e35/44550483_308276503104689_1404391983025716331_n.jpg,39,39,"Sunset Ipanema Beach 🏖🌞
#sunset #ipanema #ipanemabeach #pordosol #sunsets #sunset_pics #brazil #riodejaneiro #cidademaravilhosa #carioca #arpoador #rio40graus #cariocando #goodvibes #photography #photooftheday #instagram #amateurphotography #iphonese #iphone #iphoneonly #iphoneography #instaphoto #amazing #awesome #beautifulday #summer #nature",0,1916150994918357928,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": """", ""country_code"": """", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,213263591,"Ipanema, Rio De Janeiro, Brazil",ipanema-rio-de-janeiro-brazil,396790859,BqXiS18Hruo,summer,instagram,ipanema,awesome,arpoador,iphonese,amateurphotography,1542643020,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/fe0087ef0088501e7e9194beee0981b7/5CAD4E23/t51.2885-15/e35/s150x150/44550483_308276503104689_1404391983025716331_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/1be2366415bfc02e73960802f28ae80a/5CAC9A69/t51.2885-15/e35/s240x240/44550483_308276503104689_1404391983025716331_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c8c7a9646b239fdb9082524844944535/5C7D4CD3/t51.2885-15/e35/s320x320/44550483_308276503104689_1404391983025716331_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/bfc3a6339b1e7a806349b9aa53ce5477/5CAEC089/t51.2885-15/e35/s480x480/44550483_308276503104689_1404391983025716331_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/be6ab2478a94a61c20260dcbb8f7b3b5/5C73FF84/t51.2885-15/sh0.08/e35/s640x640/44550483_308276503104689_1404391983025716331_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/be6ab2478a94a61c20260dcbb8f7b3b5/5C73FF84/t51.2885-15/sh0.08/e35/s640x640/44550483_308276503104689_1404391983025716331_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3a7714487910042429bead00710bdbea/5C7FDD61/t51.2885-15/e35/44550483_308276503104689_1404391983025716331_n.jpg,brazil,beautifulday,sunsets,cariocando,amazing,iphone,cidademaravilhosa,photography,photooftheday,false,,riodejaneiro,pordosol,nature,ipanemabeach,iphoneography,instaphoto,rio40graus,sunset_pics,iphoneonly,carioca,goodvibes,sunset,,,,,,,,,,,,
720,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/939c17cf8138c17ffcfbddb6550ec8e3/5C7D6CE3/t51.2885-15/e35/44498884_301955713864242_3254412242349419282_n.jpg,43,43,"Aproveitando o fim de tarde em Ipanema 🌴📷✈😎🌴
.
.
.
.
#tbt #beach #riodejaneiro #ipanemabeach #brazil #travelling #travelblogger #trip #vacation #photographer #photograph #photography #instagram #instagood #picoftheday",0,1916137571742793374,false,"{""street_address"": ""ipanema"", ""zip_code"": ""22410-001"", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,228833401,Ipanema,ipanema,703875496,BqXfPgogj6e,brazil,riodejaneiro,photograph,instagram,travelblogger,photographer,ipanemabeach,1542641420,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/031483e07b45b0ae8a473dc18d3a4e35/5C7F6936/t51.2885-15/e35/c180.0.720.720/s150x150/44498884_301955713864242_3254412242349419282_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/061b3e876726bc52042e27810d6d618e/5C8F337C/t51.2885-15/e35/c180.0.720.720/s240x240/44498884_301955713864242_3254412242349419282_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b3cc32f3acf1466c096ef6bec500d98/5C7BE1C6/t51.2885-15/e35/c180.0.720.720/s320x320/44498884_301955713864242_3254412242349419282_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/841a76f34c2eb12c85b5d048a9625bd6/5C80ED9C/t51.2885-15/e35/c180.0.720.720/s480x480/44498884_301955713864242_3254412242349419282_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/36f29a0571269415f040ce8e8bb348d0/5C7CD43C/t51.2885-15/sh0.08/e35/c180.0.720.720/s640x640/44498884_301955713864242_3254412242349419282_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/36f29a0571269415f040ce8e8bb348d0/5C7CD43C/t51.2885-15/sh0.08/e35/c180.0.720.720/s640x640/44498884_301955713864242_3254412242349419282_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/939c17cf8138c17ffcfbddb6550ec8e3/5C7D6CE3/t51.2885-15/e35/44498884_301955713864242_3254412242349419282_n.jpg,picoftheday,tbt,vacation,photography,travelling,instagood,beach,trip,,false,,,,,,,,,,,,,,,,,,,,,,,,,
421,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/9ee701464e2dcad5e165b3f84ddf21ec/5BF54BB0/t51.2885-15/e15/44480000_144158659883409_3236200842503261719_n.jpg,36,36,"Lovely Rio at sunset.
natgeo #natgeotravel #travel #worldtravelbook #earthpix #itsamazingoutthere #travelingourplanet #mthrworld #travel #instagram #photocontest #photography #photooftheday #picoftheday #instadaily  #exposure #snapshot  #yourshotit #riodejaneiro #Brazil #dreamdestination #brasil #soccer #football #ipanemabeach #beach #sunset",1,1916136722924687904,true,,,,,,2499314454,BqXfDKHAdIg,Brazil,instagram,photography,instadaily,worldtravelbook,natgeotravel,travel,1542641384,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/11dfc51f603f001f23db908be2060330/5BF56704/t51.2885-15/e15/c157.0.405.405/s150x150/44480000_144158659883409_3236200842503261719_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/e1d48f16f026a24133dc953a4fb9d606/5BF5D10E/t51.2885-15/e15/c157.0.405.405/s240x240/44480000_144158659883409_3236200842503261719_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/94a857235dedcd65814e5499338e612d/5BF58B34/t51.2885-15/e15/c157.0.405.405/s320x320/44480000_144158659883409_3236200842503261719_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0327cdfcd4dcf5f718f11aad47fdaf0/5BF5C073/t51.2885-15/e15/c157.0.405.405/44480000_144158659883409_3236200842503261719_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0327cdfcd4dcf5f718f11aad47fdaf0/5BF5C073/t51.2885-15/e15/c157.0.405.405/44480000_144158659883409_3236200842503261719_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f0327cdfcd4dcf5f718f11aad47fdaf0/5BF5C073/t51.2885-15/e15/c157.0.405.405/44480000_144158659883409_3236200842503261719_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ac5d12c5a373ebf881d229cef8ce3a6/5BF5E85A/t50.2886-16/46687518_527580721077281_5134016503330373632_n.mp4,photocontest,yourshotit,sunset,soccer,beach,picoftheday,photooftheday,riodejaneiro,football,false,,ipanemabeach,mthrworld,dreamdestination,exposure,brasil,travelingourplanet,earthpix,snapshot,itsamazingoutthere,,,,,,,,,,,,,,,0
750,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/13a4564c316cadadd3854e3767034d3f/5BF5ADAD/t51.2885-15/e15/43408246_1419786138155845_6020008424237922822_n.jpg,57,57,Personal Style Free Hand Tattoo Style . Com @megaipanema @megawartztattoo @megawartzproducoeseeventos @ipanemainn @riodejaneiro @riodejaneirodobrasil @colegionotredameipanema @donbarberbeer #tribaltattoo #tattoostyle #riodejaneiro #graffiti #artederuasp #artistas #artis #losangeles #oldschooltattoo #norway #germany🇩🇪 #convention #praia #trip #hotel #hostel #amor #felizaniversario #tatuagem #ipanemaink #ipanemabeach -#ipanemainktattoo #copacabana #botafogo #zonasul #laranjeiras #gavea,1,1916130124622995391,true,,,,,,1435550392,BqXdjI9lB-_,copacabana,tattoostyle,ipanemainktattoo,graffiti,gavea,oldschooltattoo,trip,1542640952,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/600d53924768e814f07249c58ddf22bc/5BF5A906/t51.2885-15/e15/s150x150/43408246_1419786138155845_6020008424237922822_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8bfb64abc9af11f26832dd2a1202f99d/5BF54D80/t51.2885-15/e15/s240x240/43408246_1419786138155845_6020008424237922822_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/44c65710be6becefb65186e5cf17b72b/5BF588BE/t51.2885-15/e15/s320x320/43408246_1419786138155845_6020008424237922822_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7f6d4213f2ddbf474bae599c7691fda0/5BF5C139/t51.2885-15/e15/s480x480/43408246_1419786138155845_6020008424237922822_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/76f9e57135122385ed55aeda2f15f7ae/5BF57A05/t51.2885-15/e15/s640x640/43408246_1419786138155845_6020008424237922822_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/76f9e57135122385ed55aeda2f15f7ae/5BF57A05/t51.2885-15/e15/s640x640/43408246_1419786138155845_6020008424237922822_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/798affed5ffe09723f1873390afdb7bf/5BF56574/t50.2886-16/46682702_482205208934712_6232893266220548096_n.mp4,hostel,laranjeiras,felizaniversario,convention,norway,riodejaneiro,artis,losangeles,zonasul,false,,ipanemabeach,hotel,praia,ipanemaink,botafogo,germany,artederuasp,tatuagem,tribaltattoo,amor,artistas,,,,,,,,,,,,,0
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c0f9805cde4447674e28f3b7d945d20/5C8BC1EA/t51.2885-15/e35/44869489_257720578234576_3439112934591351863_n.jpg,29,29,"🌴🌴 .
.
.
.
.
#ipanema #riodejaneiro #errejota #leblon #o #rio #vemverao #rj  #carioca #brasil  #praia #gym#verao #brazil #beach #f  #sol  #ipanemabeach #erejota #bhfyp#ipanema #arpoador  #rj #rio40graus #021 #loveislove #goodvibes #lightroom
.
.
#Repost @msantos_gui",3,1916133170575751430,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": """", ""country_code"": """", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,213263591,"Ipanema, Rio De Janeiro, Brazil",ipanema-rio-de-janeiro-brazil,7230913192,BqXePdugrkG,vemverao,ipanema,sol,rio,arpoador,verao,brazil,1542640895,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c180c08864a71230d3444eee74e565c6/5C6C81B2/t51.2885-15/e35/c0.135.1080.1080/s150x150/44869489_257720578234576_3439112934591351863_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/0c3c26993d438efc319fd329a216b768/5C6ADDF8/t51.2885-15/e35/c0.135.1080.1080/s240x240/44869489_257720578234576_3439112934591351863_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e29039c00dcc35f6357162c392340d7a/5C6FC942/t51.2885-15/e35/c0.135.1080.1080/s320x320/44869489_257720578234576_3439112934591351863_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/adade8e920a489a4efd95fc1bb430492/5C8C6E18/t51.2885-15/e35/c0.135.1080.1080/s480x480/44869489_257720578234576_3439112934591351863_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/24d6b9a34061ccdd2431aab9dfe329d5/5C6C42A9/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44869489_257720578234576_3439112934591351863_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/24d6b9a34061ccdd2431aab9dfe329d5/5C6C42A9/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44869489_257720578234576_3439112934591351863_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c0f9805cde4447674e28f3b7d945d20/5C8BC1EA/t51.2885-15/e35/44869489_257720578234576_3439112934591351863_n.jpg,bhfyp,errejota,beach,ipanemabeach,rj,riodejaneiro,erejota,gym,loveislove,false,,leblon,praia,021,rio40graus,brasil,f,lightroom,o,carioca,goodvibes,Repost,,,,,,,,,,,,,
422,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/98fdf917d9f5a4cb4871038310b51dd8/5BF5889A/t51.2885-15/e35/44403484_489564924863661_6906145334271314380_n.jpg,20,20,Esse é o clima da Família Samba Rio!,1,1916128311073216311,true,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Rio de Janeiro, Rio de Janeiro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213088533,"Rio de Janeiro, Rio de Janeiro",rio-de-janeiro-rio-de-janeiro,1284258710,BqXdIv9lpc3,,,,,,,,1542640599,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/e2560ca913ed02b5ad3c32f54bffe3b1/5BF566B3/t51.2885-15/e35/c157.0.406.406/s150x150/44403484_489564924863661_6906145334271314380_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/9299d787b53fc9798cf2f18e5530b699/5BF5E2B9/t51.2885-15/e35/c157.0.406.406/s240x240/44403484_489564924863661_6906145334271314380_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/aa95c3f7b38154334c76b67cf97b71f0/5BF571C3/t51.2885-15/e35/c157.0.406.406/s320x320/44403484_489564924863661_6906145334271314380_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/465f19e34cee97b107650293d2075e6a/5BF5A231/t51.2885-15/e35/c157.0.406.406/44403484_489564924863661_6906145334271314380_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/465f19e34cee97b107650293d2075e6a/5BF5A231/t51.2885-15/e35/c157.0.406.406/44403484_489564924863661_6906145334271314380_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/465f19e34cee97b107650293d2075e6a/5BF5A231/t51.2885-15/e35/c157.0.406.406/44403484_489564924863661_6906145334271314380_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a23c823af876498f6e5cf63300182720/5BF5D6CC/t50.2886-16/46364175_2186379854968314_1902279923507134464_n.mp4,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,0
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/a75e49ab188feddcce82ad576a7f6487/5CAD1A96/t51.2885-15/e35/45400381_320664885331056_362776205342685011_n.jpg,17,17,"Ô sol, vê se não esquece e me ilumina... 🎶
#Ipanema #IpanemaBeach #posto8 #beach #18/11 #sun",0,1916120860478105437,false,,,,,,983499772,BqXbcVDg2dd,posto8,Ipanema,sun,IpanemaBeach,18,beach,,1542639428,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ed47736a19956a2bc8b75ec548b4d85c/5C75DB24/t51.2885-15/e35/c0.135.1080.1080/s150x150/45400381_320664885331056_362776205342685011_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/eb4ace520ec744668b6050c2f175808d/5C7B8191/t51.2885-15/e35/c0.135.1080.1080/s240x240/45400381_320664885331056_362776205342685011_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/3b6e239e839e9398265c9c1d6a5e98ee/5CAFE529/t51.2885-15/e35/c0.135.1080.1080/s320x320/45400381_320664885331056_362776205342685011_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9bd95f0f32fa8b5cd11e79db85e7f011/5C731F75/t51.2885-15/e35/c0.135.1080.1080/s480x480/45400381_320664885331056_362776205342685011_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/1dd1b41f00dda12dab6aea648494c088/5C6FDEB3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45400381_320664885331056_362776205342685011_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1dd1b41f00dda12dab6aea648494c088/5C6FDEB3/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45400381_320664885331056_362776205342685011_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a75e49ab188feddcce82ad576a7f6487/5CAD1A96/t51.2885-15/e35/45400381_320664885331056_362776205342685011_n.jpg,,,,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,
