dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,tags/0,tags/1,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,video_view_count,comments_disabled,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6
1256,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/d8ccdc5a957f52c9ca0b228fed2773ca/5C7F043C/t51.2885-15/e35/44768018_2260306657578491_2561721831649858486_n.jpg,44,44,"FIM DE ANO NA PRAIA com LOOKS PERFEITOS!🥂✨ Terça, nas lojas!😍 9h às 19h. ⚜️WhatsApp 61 98255 2191 e 61 98224 2134
⚜️61 3222 1724 Asa Sul - CLS 304 Bl C Loja 22 ⚜️61 3563 4161 Ao lado do Taguatinga Shopping, Feibox, Entrada E. 
#espacogold #modabrasilia #looktendencia #brasiliadf #tendência #lookverao #fimdeano #reveillon2019 #virada #lookfimdeano #macaquinho  #nossapraia #nossapraiabsb #lookdavirada #cruzeiro #modafeminina #modabrasilia #fashion #brasilia #lookreveillon2019 #resortlook",2,1916309546075261258,false,,1098847244,BqYGWENgYlK,macaquinho,tendência,1542661921,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/0f62641a11516a758c1b9f92925ae724/5C8C21B4/t51.2885-15/e35/c0.71.871.871/s150x150/44768018_2260306657578491_2561721831649858486_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/c91cc573757a8989e1e2eb97fa91b27f/5CB006B2/t51.2885-15/e35/c0.71.871.871/s240x240/44768018_2260306657578491_2561721831649858486_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/e7b308bfc03dab0907698c9cce9eda95/5C80DBCC/t51.2885-15/e35/c0.71.871.871/s320x320/44768018_2260306657578491_2561721831649858486_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/341c7a294bf9da057993788119c1acbd/5C7FD88B/t51.2885-15/e35/c0.71.871.871/s480x480/44768018_2260306657578491_2561721831649858486_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/7d34306513e00cb8ee2aa0f54ec2a51d/5CAE4AE2/t51.2885-15/sh0.08/e35/c0.71.871.871/s640x640/44768018_2260306657578491_2561721831649858486_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7d34306513e00cb8ee2aa0f54ec2a51d/5CAE4AE2/t51.2885-15/sh0.08/e35/c0.71.871.871/s640x640/44768018_2260306657578491_2561721831649858486_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/d8ccdc5a957f52c9ca0b228fed2773ca/5C7F043C/t51.2885-15/e35/44768018_2260306657578491_2561721831649858486_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": """", ""country_code"": """", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,463875359,Asa Sul-Brasília,asa-sul-brasilia,reveillon2019,lookreveillon2019,fashion,espacogold,modabrasilia,looktendencia,nossapraia,lookfimdeano,cruzeiro,virada,lookdavirada,brasiliadf,resortlook,lookverao,fimdeano,modafeminina,brasilia,nossapraiabsb,,false,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e0876087176229219f7bab06b2c917e/5C8D701A/t51.2885-15/e35/44477557_2215034138719220_5449521362359887150_n.jpg,2,2,"Que tal aproveitar as férias de um jeito diferente?!
Faça um #cruzeiro com a CVC! Temos a certeza de que você vai simplesmente adorar!
.
Entre em contato e compre o seu!
.
CVC, sempreComVC
.
Prezado cliente: o preço é válido por pessoa em cabine externa dupla na categoria Confort Classic. Apenas parte marítima já com as taxas portuárias. Não estão incluídos no valor: a passagem aérea, as taxas de embarque cobradas pelo aeroporto que devem ser pagas por todos passageiros, bagagem despachada, traslados, taxas extras de serviço e assistência ao viajante. Preço e data de saída poderão sofrer alteração sem prévio aviso devido às variações de mercado. Condições de pagamento: parcelamento 0+10 vezes sem juros no cartão de crédito. Sujeitos a aprovação de crédito. Preço calculado no dia 19/11/2018. Reservamo-nos o direito de qualquer erro de digitação. Imagem ilustrativa.",0,1916308086316825320,false,,4006257232,BqYGA0tH3ro,cruzeiro,,1542661747,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/081cbb098f16cfd2a4132d166db6915b/5C6D4D25/t51.2885-15/e35/s150x150/44477557_2215034138719220_5449521362359887150_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/77f319b1fe62aef3e64be9ed7d05f0d8/5C8DAE23/t51.2885-15/e35/s240x240/44477557_2215034138719220_5449521362359887150_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/563ebbb1cb4b9dc5c67c5dcfc5c509ba/5C78DB5D/t51.2885-15/e35/s320x320/44477557_2215034138719220_5449521362359887150_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/78694b09a54e3ba5188ac8f7478fc549/5C77E61A/t51.2885-15/e35/s480x480/44477557_2215034138719220_5449521362359887150_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/f20d94a67b8a8b45a2bd26e259df94fc/5C90FCA0/t51.2885-15/sh0.08/e35/s640x640/44477557_2215034138719220_5449521362359887150_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f20d94a67b8a8b45a2bd26e259df94fc/5C90FCA0/t51.2885-15/sh0.08/e35/s640x640/44477557_2215034138719220_5449521362359887150_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e0876087176229219f7bab06b2c917e/5C8D701A/t51.2885-15/e35/44477557_2215034138719220_5449521362359887150_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2290c8682daea00df19f0e1df56d41f9/5BF5556B/t51.2885-15/e35/44547764_1054199938085834_3340524065321841829_n.jpg,19,19,A primeira dama  @bypattygoncalves esposa do mito @dedevital26 pediu para a loja em frente ao Bombonera  tocar o hino do Cruzeiro. .#cruzeirocabuloso #cruzeiro #cruzeiromeuamor #cruzeirosempre #fechadocomocruzeiro #dedé #futebol #timedopovo #toca3 #omaiordeminas #maiordeminas #hexa #HexaCampeão #cec #hexacampeão #nacaoazul #vamoscruzeiro #issoécruzeiro #labestia #labestianegra #Dedé #eumaisonze#cruzeirense#reidecopas#eusoucruzeiro#somoscruzeiro#fasecruzeiro#chinaazul#cruzeiroesporteclube#selecaobrasileira,1,1916305307077000947,true,,1509564643,BqYFYYVhT7z,somoscruzeiro,cruzeiroesporteclube,1542661630,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ffb273a48d821cfdaf0a20ee7d0bfba4/5BF5DD94/t51.2885-15/e35/s150x150/44547764_1054199938085834_3340524065321841829_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/013e836b7ff9761447216acd9da1784d/5BF5DC52/t51.2885-15/e35/s240x240/44547764_1054199938085834_3340524065321841829_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/699aac675d63dd2d19d0dc48c2e237f7/5BF54C2C/t51.2885-15/e35/s320x320/44547764_1054199938085834_3340524065321841829_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2290c8682daea00df19f0e1df56d41f9/5BF5556B/t51.2885-15/e35/44547764_1054199938085834_3340524065321841829_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2290c8682daea00df19f0e1df56d41f9/5BF5556B/t51.2885-15/e35/44547764_1054199938085834_3340524065321841829_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/2290c8682daea00df19f0e1df56d41f9/5BF5556B/t51.2885-15/e35/44547764_1054199938085834_3340524065321841829_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f79aa30bcedb747e7cb7bf055e6f008c/5BF59F6F/t50.2886-16/46462755_308249426456649_5893726193390119449_n.mp4,,,,,,eusoucruzeiro,labestia,cruzeiro,futebol,toca3,issoécruzeiro,cruzeirosempre,hexa,Dedé,maiordeminas,eumaisonze,cruzeirocabuloso,cruzeirense,fasecruzeiro,cec,selecaobrasileira,timedopovo,vamoscruzeiro,0,false,dedé,HexaCampeão,chinaazul,fechadocomocruzeiro,reidecopas,hexacampeão,omaiordeminas,labestianegra,nacaoazul,cruzeiromeuamor,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/41f9161dbd31008080f3e1630a52b5db/5C715C1D/t51.2885-15/e35/44538775_316371449089112_7928153303836330829_n.jpg,7,7,"Lindos Vidros
Peça o seu!

Confira os modelos disponíveis ou faça sua encomenda por inbox ou whatsapp (31) 9 93778281",1,1916305745878397370,false,,9371872184,BqYFexAHzG6,,,1542661468,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b85a41af5e70d08114e96017d98f1167/5C71055F/t51.2885-15/e35/s150x150/44538775_316371449089112_7928153303836330829_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7a6fac3b1e8736edaebe1b16bb42149b/5C75BB15/t51.2885-15/e35/s240x240/44538775_316371449089112_7928153303836330829_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c4ed45391060b918e21509f80cff0139/5C712CAF/t51.2885-15/e35/s320x320/44538775_316371449089112_7928153303836330829_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/32892c1b9a0f305ec2c7ff2724b0998f/5C6B83F5/t51.2885-15/e35/s480x480/44538775_316371449089112_7928153303836330829_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/73bc7c04146cf7cf91a3e6072c732c4d/5C7254F8/t51.2885-15/sh0.08/e35/s640x640/44538775_316371449089112_7928153303836330829_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/73bc7c04146cf7cf91a3e6072c732c4d/5C7254F8/t51.2885-15/sh0.08/e35/s640x640/44538775_316371449089112_7928153303836330829_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/41f9161dbd31008080f3e1630a52b5db/5C715C1D/t51.2885-15/e35/44538775_316371449089112_7928153303836330829_n.jpg,"{""street_address"": ""Belo Horizonte mg"", ""zip_code"": ""30532-130"", ""city_name"": ""Belo Horizonte, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,250258198,Belo Horizonte-MG.com.br,belo-horizonte-mgcombr,,,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,https://instagram.fplu4-1.fna.fbcdn.net/vp/464a2adc5b08d69caf1656fc8f6a2825/5C793559/t51.2885-15/e35/44803112_329243137859322_8739822919669466301_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5ad4587fed77c1122dffbe3d46102af1/5CB1D4C9/t51.2885-15/e35/44532412_303526253593551_4891730580796208169_n.jpg,,,,
1083,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e279b86f75755f5ebd719fba7ea076ff/5BF572D7/t51.2885-15/e35/43575713_364201130981549_4634501733542664777_n.jpg,575,575,"Qual foi o golaço do final de semana?
.
.
.
#AmericaMG #AtleticoMG #AtleticoPR #Bahia #Botafogo #Ceara #Chapecoense #Corinthians #Cruzeiro #Flamengo #Fluminense #Gremio #Internacional #Palmeiras #Parana #Santos #SaoPaulo #Sport #Vasco #Vitoria #Brasileirao2018 #CampeonatoBrasileiro #CartolaFC #Premiere #Brasileiro #BrasileiraoNoSporTV #NossoFutebol",55,1916305062188096406,true,,398092637,BqYFU0RARuW,Santos,CampeonatoBrasileiro,1542661405,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/407bde38d56db6c2586bd20a540013e9/5BF5DB40/t51.2885-15/e35/c0.1.1080.1080/s150x150/43575713_364201130981549_4634501733542664777_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/aac00a2c37899bf4be3f9c5dc33f8332/5BF5A50A/t51.2885-15/e35/c0.1.1080.1080/s240x240/43575713_364201130981549_4634501733542664777_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/5f46f6603776a9b898731d0af8e286c6/5BF5BBB0/t51.2885-15/e35/c0.1.1080.1080/s320x320/43575713_364201130981549_4634501733542664777_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2f9e80362abde00272693cc59e3b601f/5BF57D6A/t51.2885-15/e35/c0.1.1080.1080/s480x480/43575713_364201130981549_4634501733542664777_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/896087238f0087e95f335a267d6de8d8/5BF57FCA/t51.2885-15/sh0.08/e35/c0.1.1080.1080/s640x640/43575713_364201130981549_4634501733542664777_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/896087238f0087e95f335a267d6de8d8/5BF57FCA/t51.2885-15/sh0.08/e35/c0.1.1080.1080/s640x640/43575713_364201130981549_4634501733542664777_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab8ebc666dc11cc5d7eb7a11d0314029/5BF5D140/t50.2886-16/46634297_719750248395002_5191218472355726935_n.mp4,,,,,,Palmeiras,Vitoria,Chapecoense,Internacional,Corinthians,BrasileiraoNoSporTV,Premiere,Vasco,AtleticoPR,Ceara,AtleticoMG,Brasileiro,NossoFutebol,Gremio,Fluminense,Botafogo,CartolaFC,Bahia,0,false,AmericaMG,Brasileirao2018,SaoPaulo,Cruzeiro,Flamengo,Sport,Parana,,,,,,,,,
631,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/ca47e109f1b434054a1e555a4d28d36c/5C7B9F1F/t51.2885-15/e35/44483907_337970203660022_8499618414935095042_n.jpg,28,28,"Kayke - Fluminense
.
.
.
#futebol #flamengo #corinthians #vasco #fluminense #saopaulo #palmeiras #cruzeiro #galo #santosfc #botafogo #scinternacional #gremio #brasileirão",2,1916304184062030042,false,,8524364822,BqYFICcnLDa,futebol,gremio,1542661282,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/fe794b65dd653f48e348e17a71760aa9/5C6F3AB5/t51.2885-15/e35/c203.0.573.573/s150x150/44483907_337970203660022_8499618414935095042_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/882bae51516cd4bd8fc85f59c97e34a8/5C7FBFFF/t51.2885-15/e35/c203.0.573.573/s240x240/44483907_337970203660022_8499618414935095042_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2d7808fdf5ca481b82eb11fd9272f69e/5C8CBB45/t51.2885-15/e35/c203.0.573.573/s320x320/44483907_337970203660022_8499618414935095042_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/89c101daf33974413d7ab868b2cfefc9/5C78E01F/t51.2885-15/e35/c203.0.573.573/s480x480/44483907_337970203660022_8499618414935095042_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3944f2127cc42ac9318ebcf283d63ee0/5C6C1788/t51.2885-15/e35/c203.0.573.573/44483907_337970203660022_8499618414935095042_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3944f2127cc42ac9318ebcf283d63ee0/5C6C1788/t51.2885-15/e35/c203.0.573.573/44483907_337970203660022_8499618414935095042_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/ca47e109f1b434054a1e555a4d28d36c/5C7B9F1F/t51.2885-15/e35/44483907_337970203660022_8499618414935095042_n.jpg,,,,,,palmeiras,scinternacional,vasco,brasileirão,botafogo,saopaulo,cruzeiro,fluminense,flamengo,corinthians,galo,santosfc,,,,,,,,false,,,,,,,,,,,,,,,,
645,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/dfd1df41d757a26be22c4c68dd50704f/5CAF7535/t51.2885-15/e35/44577978_353494898742003_2045969944724407933_n.jpg,112,112,"Jogo comemorativo master do cruzeiro contra a tríplice coroa. Muito bom rever amigos, dar boas risadas e vestir esta camisa azul que para mim sempre será um manto.  Então, temos um encontro marcado no domingo, 25/11 as 13:00 hrs. Pre-eliminar do jogo entre cruzeiro e Flamengo. Estamos esperando toda a torcida para celebramos juntos os 15 anos da conquista da tríplice coroa. #cruzeirocabuloso #fechadocomocruzeiro #cruzeiro #triplicecoroa",3,1916303799243124663,false,,4786954841,BqYFCcDni-3,triplicecoroa,fechadocomocruzeiro,1542661236,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/45f808f3e0da93be146fc227610adbd0/5C7A30A6/t51.2885-15/e35/c0.2.580.580a/s150x150/44577978_353494898742003_2045969944724407933_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/098635f47fbcf4db4b76865ed6eb9217/5C8019EC/t51.2885-15/e35/c0.2.580.580a/s240x240/44577978_353494898742003_2045969944724407933_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2e5dfbf6c5631e8631e9c6667bc3ac7d/5C90BB56/t51.2885-15/e35/c0.2.580.580a/s320x320/44577978_353494898742003_2045969944724407933_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/039a09f8361c9ec32f1b88fc17dd6728/5C7EAB0C/t51.2885-15/e35/c0.2.580.580a/s480x480/44577978_353494898742003_2045969944724407933_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b3e4c7c7f9903cd2e1078efa9d8d76b/5CAE9BC3/t51.2885-15/e35/c0.2.580.580a/44577978_353494898742003_2045969944724407933_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b3e4c7c7f9903cd2e1078efa9d8d76b/5CAE9BC3/t51.2885-15/e35/c0.2.580.580a/44577978_353494898742003_2045969944724407933_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/dfd1df41d757a26be22c4c68dd50704f/5CAF7535/t51.2885-15/e35/44577978_353494898742003_2045969944724407933_n.jpg,,,,,,cruzeiro,cruzeirocabuloso,,,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
360,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/2738fa25d027ef4f336a680df1fbf5c8/5BF556B5/t51.2885-15/e35/44754304_756900331326446_8661056396355060732_n.jpg,63,63,"#Repost @sportbox.br (@get_repost)
・・・
Depois do título mineiro Sub-15, o reconhecimento diante do torcedor! O técnico @lucas_batista_melo aproveitou para enaltecer o trabalho de todo o elenco e também de todas a comissão técnica!

Parabéns a todos os envolvidos! Novos desafios já estão marcados! Vamos em frente!

#cruzeiro #familiasub15 #sportbox",2,1916303491347774783,true,,43834500,BqYE99Tn_0_,sportbox,familiasub15,1542661233,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/55c8402f0704ba0f3cf216a2511a17d2/5BF5BD6B/t51.2885-15/e35/c140.0.360.360a/s150x150/44754304_756900331326446_8661056396355060732_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/a1d55d8d33734b091d261f8587eef383/5BF55321/t51.2885-15/e35/c140.0.360.360a/s240x240/44754304_756900331326446_8661056396355060732_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/199411da4102eb359551c6d247035f58/5BF5651B/t51.2885-15/e35/c140.0.360.360a/s320x320/44754304_756900331326446_8661056396355060732_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/3e5bd15f2244904bce1ca5fc0e239da3/5BF59034/t51.2885-15/e35/c140.0.360.360a/44754304_756900331326446_8661056396355060732_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/3e5bd15f2244904bce1ca5fc0e239da3/5BF59034/t51.2885-15/e35/c140.0.360.360a/44754304_756900331326446_8661056396355060732_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3e5bd15f2244904bce1ca5fc0e239da3/5BF59034/t51.2885-15/e35/c140.0.360.360a/44754304_756900331326446_8661056396355060732_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b90e8646894b544a8e8f467afef30841/5BF5ED06/t50.2886-16/46583741_2165231277075291_2695035512304959488_n.mp4,,,,,,cruzeiro,Repost,,,,,,,,,,,,,,,,,0,false,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c0e8db64995278afa824767eea63679/5C80E836/t51.2885-15/e35/43817868_341560109982502_6445478233726985708_n.jpg,5,5,"Camisa  Cruzeiro Full Sponsor 18-19 por apenas R$179,00 +
Frete GRÁTIS e personalização por nossa conta para todo Brasil

Produto exclusivo disponível para encomenda ✔🔝 ENCOMENDE CONOSCO 📲

Temos todos os tamanhos disponíveis!! Formas de pagamento: boleto bancário, transferência, depósito, cartão de crédito até 12x 💳

OBS: NA COMPRA DE DUAS GANHE UMA 
Atendimento via direct ou wpp (31) 98854-6959

#campeao #copadobrasil #libertadores2018 #brasileirao2018 #cruzeiro #mafiaazul",0,1916301932616724417,false,,7642526317,BqYEnRoA6_B,campeao,brasileirao2018,1542661013,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/750ed0915c2ae3e9c1b339299057d575/5C723274/t51.2885-15/e35/s150x150/43817868_341560109982502_6445478233726985708_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/3f0eeb56aaef3acad0043361ce3abdd0/5CB0293E/t51.2885-15/e35/s240x240/43817868_341560109982502_6445478233726985708_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/abfeef3cd3a0d7e22e0a5d0c16d48308/5C8F5784/t51.2885-15/e35/s320x320/43817868_341560109982502_6445478233726985708_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/91ae3ff6d53a8846f2d48a45db444b63/5C83ECDE/t51.2885-15/e35/s480x480/43817868_341560109982502_6445478233726985708_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/608524d536ad3b76dff7d333a47f214b/5C7149D3/t51.2885-15/sh0.08/e35/s640x640/43817868_341560109982502_6445478233726985708_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/608524d536ad3b76dff7d333a47f214b/5C7149D3/t51.2885-15/sh0.08/e35/s640x640/43817868_341560109982502_6445478233726985708_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c0e8db64995278afa824767eea63679/5C80E836/t51.2885-15/e35/43817868_341560109982502_6445478233726985708_n.jpg,,,,,,libertadores2018,cruzeiro,mafiaazul,copadobrasil,,,,,,,,,,,,,,,,false,,,,,,,,,,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/583ab722b6efcfc0f4054e17a982fe71/5C7A9551/t51.2885-15/e35/44535187_263433327856729_8634186000173702845_n.jpg,18,18,@geralceleste @mafiaazuloficial @mineirão @cruzeiro @socio5estrelas @geralceleste @pavilhãoazul  #geralceleste #pavilhãoazul #torcidacruzeiro #mafiaazul #mineirão  #Mineirão #esporte #emoção #chinaazul #cruzeirocampeao  #fechadocomocruzeiro  #geralceleste #máfiaazul #pavilhãoazul #cruzeirocabuloso #chinaazul #hexacruzeiro  #sócio5estrelas #cruzeiro #Mineirão #cruzeiro #mafiaazul #torcidacruzeiro #cruzeirocabulozo  #dago10 #11dagoberto,0,1916300084900112951,false,,1165776391,BqYEMYzhao3,11dagoberto,geralceleste,1542660793,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/7b83a9b1e4c3321124d774fea7554ace/5C6A0213/t51.2885-15/e35/s150x150/44535187_263433327856729_8634186000173702845_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/c55fc51593fc7a6fcc1c19696c1af3a0/5C749459/t51.2885-15/e35/s240x240/44535187_263433327856729_8634186000173702845_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/7bc3e6c7a69410fa75e9bd69bfa39489/5C78EFE3/t51.2885-15/e35/s320x320/44535187_263433327856729_8634186000173702845_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ea215cd1742c4a821bcc6cf1f55c9ef9/5C83F7B9/t51.2885-15/e35/s480x480/44535187_263433327856729_8634186000173702845_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/48abaf04c7a4047615a878e53d563959/5C6A11B4/t51.2885-15/sh0.08/e35/s640x640/44535187_263433327856729_8634186000173702845_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/48abaf04c7a4047615a878e53d563959/5C6A11B4/t51.2885-15/sh0.08/e35/s640x640/44535187_263433327856729_8634186000173702845_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/583ab722b6efcfc0f4054e17a982fe71/5C7A9551/t51.2885-15/e35/44535187_263433327856729_8634186000173702845_n.jpg,,,,,,cruzeirocabulozo,dago10,emoção,mineirão,cruzeirocabuloso,torcidacruzeiro,esporte,hexacruzeiro,sócio5estrelas,pavilhãoazul,cruzeirocampeao,cruzeiro,chinaazul,máfiaazul,mafiaazul,fechadocomocruzeiro,Mineirão,,,false,,,,,,,,,,,,,,,,
