dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location/address_json,location/has_public_page,location/id,location/name,location/slug,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location,urls/1,urls/2,urls/3,tags/24,tags/25,tags/26,tags/27,tags/28,tags/29,comments_disabled,video_view_count,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/201db39642b523ee86d524232282b42e/5C65459F/t51.2885-15/e35/44331877_498637460652789_2714399435906314409_n.jpg,0,0,"Lembranças - LOL.
#personalizados #lembrancas #lembrancaspersonalizadas #ideiascriativas #mamaefesteira #festa #decoração #necessaire #mochilas #portamoedas #estojos #lixeirinhadecarro #lancheiras #bolonopote #fazemossuafesta #artscomamorpersonalizados #feitocomamor #festakids #aniversario #crianças #fazemostodosostemas #brindes #brindespersonalizados #loucasporfesta.",0,1910421987744642073,false,,,,,,5919774957,BqDLq0OnXQZ,artscomamorpersonalizados,festakids,brindespersonalizados,necessaire,feitocomamor,estojos,loucasporfesta,fazemossuafesta,lixeirinhadecarro,personalizados,decoração,mamaefesteira,lembrancaspersonalizadas,fazemostodosostemas,portamoedas,brindes,aniversario,crianças,ideiascriativas,mochilas,festa,bolonopote,lancheiras,lembrancas,1541960069,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/e3a4c2b563d83f78a6dbb374c6dc370a/5C6811DD/t51.2885-15/e35/s150x150/44331877_498637460652789_2714399435906314409_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d3a73e49ebaee357f318b88c05d75d30/5C828A97/t51.2885-15/e35/s240x240/44331877_498637460652789_2714399435906314409_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/42ddb36e3a7aca755bc9244d935e624a/5C6C632D/t51.2885-15/e35/s320x320/44331877_498637460652789_2714399435906314409_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/97394753b27cfa27777d763726203654/5C670A77/t51.2885-15/e35/s480x480/44331877_498637460652789_2714399435906314409_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/10e6f936dac21aa8615d1c2278a09895/5C757D7A/t51.2885-15/sh0.08/e35/s640x640/44331877_498637460652789_2714399435906314409_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/10e6f936dac21aa8615d1c2278a09895/5C757D7A/t51.2885-15/sh0.08/e35/s640x640/44331877_498637460652789_2714399435906314409_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/201db39642b523ee86d524232282b42e/5C65459F/t51.2885-15/e35/44331877_498637460652789_2714399435906314409_n.jpg,,,,,,,,,,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/185d2f85e9a48c523b29fc61aeb6c90b/5C78379A/t51.2885-15/e35/44493163_325871601540146_6352915335239761637_n.jpg,2,2,"#showdebonecas 💝💝
#festacriativa 
#colecaonova 
#lojistas 
#vitrine 
#festa",0,1910421761359757589,false,"{""street_address"": """", ""zip_code"": ""36000-000"", ""city_name"": ""Juiz de Fora"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,76956349,Juiz de Fora,juiz-de-fora,1434766747,BqDLnhZBkEV,lojistas,festa,colecaonova,vitrine,showdebonecas,festacriativa,,,,,,,,,,,,,,,,,,,1541960042,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/6fde49bdc32281c9b65c6ee5e5d6998d/5C6F59D8/t51.2885-15/e35/s150x150/44493163_325871601540146_6352915335239761637_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/3bf54858fdddd5248fb17f3adc9f4ebb/5C63F992/t51.2885-15/e35/s240x240/44493163_325871601540146_6352915335239761637_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c352e25d67d609dbf6d40727fad28ecc/5C641F28/t51.2885-15/e35/s320x320/44493163_325871601540146_6352915335239761637_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e1a57f81bb5ac9db43a6d63e2f169d3f/5C6A5572/t51.2885-15/e35/s480x480/44493163_325871601540146_6352915335239761637_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/c0237c742993129fc74458c5351ddc2a/5C766F7F/t51.2885-15/sh0.08/e35/s640x640/44493163_325871601540146_6352915335239761637_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/c0237c742993129fc74458c5351ddc2a/5C766F7F/t51.2885-15/sh0.08/e35/s640x640/44493163_325871601540146_6352915335239761637_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/185d2f85e9a48c523b29fc61aeb6c90b/5C78379A/t51.2885-15/e35/44493163_325871601540146_6352915335239761637_n.jpg,,,,,,,,,,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e491300171ef193e95a6b1ca581348f8/5C72B487/t51.2885-15/e35/44615389_571659056600006_1598483534121573070_n.jpg,3,3,#festa #diadefesta #party #sunday #domingo #morango  #strawberry,0,1910421697926566220,false,,,,,,263462443,BqDLmmUHJFM,domingo,festa,morango,diadefesta,strawberry,sunday,party,,,,,,,,,,,,,,,,,,1541960035,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3f8f28de58bae1df53d6dddd0c6982d9/5C71B4C5/t51.2885-15/e35/s150x150/44615389_571659056600006_1598483534121573070_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/75c25f1e215cf818e40219f8e9a3635f/5C85578F/t51.2885-15/e35/s240x240/44615389_571659056600006_1598483534121573070_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/7517fe3beb3f845ec03ed5e120fdb84f/5C871635/t51.2885-15/e35/s320x320/44615389_571659056600006_1598483534121573070_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/281426d54b8f8d15e6c9e6dd33b67733/5C6E3B6F/t51.2885-15/e35/s480x480/44615389_571659056600006_1598483534121573070_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f89c3fafed25f76addfb7db484fa544/5C8A5762/t51.2885-15/sh0.08/e35/s640x640/44615389_571659056600006_1598483534121573070_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/1f89c3fafed25f76addfb7db484fa544/5C8A5762/t51.2885-15/sh0.08/e35/s640x640/44615389_571659056600006_1598483534121573070_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e491300171ef193e95a6b1ca581348f8/5C72B487/t51.2885-15/e35/44615389_571659056600006_1598483534121573070_n.jpg,,,,,,,,,,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/3cd56546f677c840f59c02c607ba35f1/5C718230/t51.2885-15/e35/45736063_131629567820732_2220846847667763025_n.jpg,2,2,"Bolsa - LOL.
#personalizados #lembrancas #lembrancaspersonalizadas #ideiascriativas #mamaefesteira #festa #decoração #necessaire #mochilas #portamoedas #estojos #lixeirinhadecarro #lancheiras #bolonopote #fazemossuafesta #artscomamorpersonalizados #feitocomamor #festakids #aniversario #crianças #fazemostodosostemas #brindes #brindespersonalizados #loucasporfesta.",0,1910421674463774300,false,,,,,,5919774957,BqDLmQdnsZc,artscomamorpersonalizados,festakids,brindespersonalizados,necessaire,feitocomamor,estojos,loucasporfesta,fazemossuafesta,lixeirinhadecarro,personalizados,decoração,mamaefesteira,lembrancaspersonalizadas,fazemostodosostemas,portamoedas,brindes,aniversario,crianças,ideiascriativas,mochilas,festa,bolonopote,lancheiras,lembrancas,1541960032,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d47da5b3e5a2c68da6aa6ff2cc123d5a/5C877272/t51.2885-15/e35/s150x150/45736063_131629567820732_2220846847667763025_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/457b0c2dcae30e011e2bc89194d11672/5C86F638/t51.2885-15/e35/s240x240/45736063_131629567820732_2220846847667763025_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/74e59bf597f06d7a2338664a5d40c6ec/5C79F382/t51.2885-15/e35/s320x320/45736063_131629567820732_2220846847667763025_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/19bb5f75b1ad481578722daca57c0df7/5C6F29D8/t51.2885-15/e35/s480x480/45736063_131629567820732_2220846847667763025_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/785033862cb68d5d72e1238cafc98aa6/5C7828D5/t51.2885-15/sh0.08/e35/s640x640/45736063_131629567820732_2220846847667763025_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/785033862cb68d5d72e1238cafc98aa6/5C7828D5/t51.2885-15/sh0.08/e35/s640x640/45736063_131629567820732_2220846847667763025_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3cd56546f677c840f59c02c607ba35f1/5C718230/t51.2885-15/e35/45736063_131629567820732_2220846847667763025_n.jpg,,https://instagram.fplu4-1.fna.fbcdn.net/vp/b95e79658c2a3f9d85306ea227d4c12d/5C651D70/t51.2885-15/e35/44513588_271684896873615_6710007462943279425_n.jpg,,,,,,,,,false,,,,,,,
810,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/15a26e32a4baa549dfc25d8934e578c6/5C7BCABD/t51.2885-15/e35/43617705_303451373597029_306685940285905748_n.jpg,5,5,#happybirthday #birthday #bday #compleanno #birthdaycake #tortadicompleanno #festa #party #partytime #happy #food #instafood #friendships #friends #home #vibes #goodvibes #mood #moodoftheday #24 #instagood,0,1910421654682855322,false,,,,,,5793760087,BqDLl-Cleea,happybirthday,24,birthdaycake,mood,festa,bday,goodvibes,moodoftheday,partytime,instagood,instafood,food,vibes,birthday,friendships,home,party,compleanno,friends,tortadicompleanno,happy,,,,1541960029,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3ed89e23808ae9e3f576eb616603c378/5C669FA1/t51.2885-15/e35/c135.0.810.810/s150x150/43617705_303451373597029_306685940285905748_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/244a16e682c5b9b35fc0465e08cfc514/5C677814/t51.2885-15/e35/c135.0.810.810/s240x240/43617705_303451373597029_306685940285905748_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/11f4dad6fd90c85766c0c88adf849b82/5C857CAC/t51.2885-15/e35/c135.0.810.810/s320x320/43617705_303451373597029_306685940285905748_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/eebd8656b396e8a296e92418060b4872/5C65D8F0/t51.2885-15/e35/c135.0.810.810/s480x480/43617705_303451373597029_306685940285905748_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6485d9d4b5745fe57fa0f7c37941bb70/5C7CC917/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/43617705_303451373597029_306685940285905748_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6485d9d4b5745fe57fa0f7c37941bb70/5C7CC917/t51.2885-15/sh0.08/e35/c135.0.810.810/s640x640/43617705_303451373597029_306685940285905748_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/15a26e32a4baa549dfc25d8934e578c6/5C7BCABD/t51.2885-15/e35/43617705_303451373597029_306685940285905748_n.jpg,,,,,,,,,,,false,,,,,,,
1349,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/94982c38ed9b5482cc7b1158b6960779/5C687543/t51.2885-15/e35/43121191_311306619691683_4951903687116239676_n.jpg,9,9,"Domingo de sol merece um bolo super praiano! ☀️🐠🏄🏻‍♂️🏖
.
.
.
#bolopraia #beachcake #bolo #bolos #bolodeaniversario #bolodecorado #chantininho #brigadeiro #brigadeirodecolher #brigadeirodeninho #brigadeiropreto #brigadeirosgourmet #bolochadebebe #aniversario #festas #festa #festainfantil #doces #docesfinos #docefestas #cakesgram #cakeoftheday #confeitariacomamor #bolorj",0,1910421635851072280,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": """", ""region_name"": ""Rio de Janeiro (state)"", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": true, ""exact_country_match"": false}",true,405027146,Rio de Janeiro,rio-de-janeiro,3616687466,BqDLlsgH7MY,chantininho,confeitariacomamor,brigadeiropreto,festas,brigadeirodeninho,doces,bolos,beachcake,cakeoftheday,bolochadebebe,cakesgram,festainfantil,docesfinos,docefestas,bolo,bolorj,bolodeaniversario,aniversario,festa,brigadeirosgourmet,brigadeirodecolher,brigadeiro,bolodecorado,bolopraia,1541960027,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3b2fbe325e1f47ae81fcbedbd0a2bdc2/5C7022F3/t51.2885-15/e35/c0.134.1080.1080/s150x150/43121191_311306619691683_4951903687116239676_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5dd0508fad839c3defc9a0db60497ba8/5C7AFDB9/t51.2885-15/e35/c0.134.1080.1080/s240x240/43121191_311306619691683_4951903687116239676_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/57f53f5f7bd32758b7e4287852cb9378/5C735803/t51.2885-15/e35/c0.134.1080.1080/s320x320/43121191_311306619691683_4951903687116239676_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/7eee9364b19a589f6d2eca767a9a7a59/5C647559/t51.2885-15/e35/c0.134.1080.1080/s480x480/43121191_311306619691683_4951903687116239676_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/7676a5777d17e3ca189e17dab4241e46/5C7F58E8/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/43121191_311306619691683_4951903687116239676_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/7676a5777d17e3ca189e17dab4241e46/5C7F58E8/t51.2885-15/sh0.08/e35/c0.134.1080.1080/s640x640/43121191_311306619691683_4951903687116239676_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/94982c38ed9b5482cc7b1158b6960779/5C687543/t51.2885-15/e35/43121191_311306619691683_4951903687116239676_n.jpg,,,,,,,,,,,false,,,,,,,
1013,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b0664fb6a9e31205e56d88907704744/5C7A854D/t51.2885-15/e35/43779329_126576938331565_2060638595321948788_n.jpg,13,13,"😍Fragolina ti adoro😍!!! 〽️
#caffèmazzella 
#caffeMazzella #mazzella #torte #pedara #catania #pasticceria #torta #compleanni #cioccolato #torte #catania #festa #happy #dolci #sweet #compleanno #delizia #fragoline #birthday",0,1910421550782017065,false,"{""street_address"": ""Piazza Don Bosco 10"", ""zip_code"": ""95030"", ""city_name"": ""Pedara"", ""region_name"": """", ""country_code"": ""IT"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,27764199,Caffè Mazzella,caffe-mazzella,2242975881,BqDLkdRnO4p,mazzella,pedara,festa,happy,dolci,sweet,delizia,fragoline,cioccolato,catania,birthday,pasticceria,caffeMazzella,caffèmazzella,compleanno,torta,compleanni,torte,,,,,,,1541960017,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/80a696a5c16898874bb2395e909e84e1/5C67382B/t51.2885-15/e35/c33.0.1013.1013/s150x150/43779329_126576938331565_2060638595321948788_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/25939d9ec60d2e1245b121192e77dc94/5C778761/t51.2885-15/e35/c33.0.1013.1013/s240x240/43779329_126576938331565_2060638595321948788_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/a1566539a9d7b82fdc272d991abf3c21/5C7280DB/t51.2885-15/e35/c33.0.1013.1013/s320x320/43779329_126576938331565_2060638595321948788_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/c6c3d44c33ba427c01c2f06778111edb/5C683F81/t51.2885-15/e35/c33.0.1013.1013/s480x480/43779329_126576938331565_2060638595321948788_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e87021ca742e31b8684f5f142057339f/5C828143/t51.2885-15/sh0.08/e35/c33.0.1013.1013/s640x640/43779329_126576938331565_2060638595321948788_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e87021ca742e31b8684f5f142057339f/5C828143/t51.2885-15/sh0.08/e35/c33.0.1013.1013/s640x640/43779329_126576938331565_2060638595321948788_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5b0664fb6a9e31205e56d88907704744/5C7A854D/t51.2885-15/e35/43779329_126576938331565_2060638595321948788_n.jpg,,,,,,,,,,,false,,,,,,,
937,750,https://instagram.fplu4-1.fna.fbcdn.net/vp/b508ace1df3f3f597278d7ce9e18bf29/5C6B639F/t51.2885-15/e35/45313482_2312276318805441_8393427928836979699_n.jpg,4,4,"Celebra tu cumpleaños de la mejor manera. En #SweetMoments decoramos tus espacios para fechas especiales. .
.
.
.
.
.
.
#hbd #cumpleaños #diloconglobos #festa #bday #balloons #superballoons  #Sempertex #felizcumple #organic #festaunicornio #amazing #qualatex #baloesdesconstruidos #baloes",0,1910421536260947378,false,,,,,,1274163148,BqDLkPwFv2y,cumpleaños,organic,qualatex,festa,bday,hbd,Sempertex,baloes,diloconglobos,superballoons,amazing,felizcumple,baloesdesconstruidos,SweetMoments,balloons,festaunicornio,,,,,,,,,1541960015,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3b64b19d6f80805516258cc4f4ed716d/5C6E91C9/t51.2885-15/e35/c0.90.720.720/s150x150/45313482_2312276318805441_8393427928836979699_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/5e95f22a0b6a914c601a80d603b300bf/5C65DDCF/t51.2885-15/e35/c0.90.720.720/s240x240/45313482_2312276318805441_8393427928836979699_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f5dbb4cad6267f0103a914c1d0ee78f3/5C7102B1/t51.2885-15/e35/c0.90.720.720/s320x320/45313482_2312276318805441_8393427928836979699_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/f547f5d2d3dab89651f785840996d913/5C68A0F6/t51.2885-15/e35/c0.90.720.720/s480x480/45313482_2312276318805441_8393427928836979699_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/39e24d9af1f3e6ec73f04eb2d17db2a1/5C66C69F/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/45313482_2312276318805441_8393427928836979699_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/39e24d9af1f3e6ec73f04eb2d17db2a1/5C66C69F/t51.2885-15/sh0.08/e35/c0.90.720.720/s640x640/45313482_2312276318805441_8393427928836979699_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b508ace1df3f3f597278d7ce9e18bf29/5C6B639F/t51.2885-15/e35/45313482_2312276318805441_8393427928836979699_n.jpg,,https://instagram.fplu4-1.fna.fbcdn.net/vp/b2d7807b4594c4e8ddf2b70481ff7922/5C64A83C/t51.2885-15/e35/44225597_1952823038131567_2542221582614395097_n.jpg,,,,,,,,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/81fdd92697583ec9d652766300c92c03/5C83A58A/t51.2885-15/e35/44346181_370264593517733_6363479250943301758_n.jpg,2,2,"Porta Chuteira - LOL.
#personalizados #lembrancas #lembrancaspersonalizadas #ideiascriativas #mamaefesteira #festa #decoração #necessaire #mochilas #portamoedas #estojos #lixeirinhadecarro #lancheiras #bolonopote #fazemossuafesta #artscomamorpersonalizados #feitocomamor #festakids #aniversario #crianças #fazemostodosostemas #brindes #brindespersonalizados #loucasporfesta.",0,1910421353280579147,false,,,,,,5919774957,BqDLhlVnCZL,artscomamorpersonalizados,festakids,brindespersonalizados,necessaire,feitocomamor,estojos,loucasporfesta,fazemossuafesta,lixeirinhadecarro,personalizados,decoração,mamaefesteira,lembrancaspersonalizadas,fazemostodosostemas,portamoedas,brindes,aniversario,crianças,ideiascriativas,mochilas,festa,bolonopote,lancheiras,lembrancas,1541959993,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/553d85dc3bc3218967f1016b59fcbb99/5C7773C8/t51.2885-15/e35/s150x150/44346181_370264593517733_6363479250943301758_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/d864e2f9d8c823b7706d6dbb67b2d4f1/5C666682/t51.2885-15/e35/s240x240/44346181_370264593517733_6363479250943301758_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/dcaf2d5eb76d21ab7fbf32afad582020/5C850B38/t51.2885-15/e35/s320x320/44346181_370264593517733_6363479250943301758_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/27229552ff399fc19e3af4bbdc65b961/5C7E9562/t51.2885-15/e35/s480x480/44346181_370264593517733_6363479250943301758_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/e15b60222ca10291f6d2061bb98ed094/5C6A736F/t51.2885-15/sh0.08/e35/s640x640/44346181_370264593517733_6363479250943301758_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e15b60222ca10291f6d2061bb98ed094/5C6A736F/t51.2885-15/sh0.08/e35/s640x640/44346181_370264593517733_6363479250943301758_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/81fdd92697583ec9d652766300c92c03/5C83A58A/t51.2885-15/e35/44346181_370264593517733_6363479250943301758_n.jpg,,https://instagram.fplu4-1.fna.fbcdn.net/vp/507791bc65ca75da709b13ca02fb3d8d/5C66A458/t51.2885-15/e35/43913807_1990507057917112_6481071168976775528_n.jpg,,,,,,,,,false,,,,,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e668399470985d4aefd0a63ca7e0b0dc/5C84D9B7/t51.2885-15/e35/45781252_354573258626573_6619643603662667776_n.jpg,18,18,{Look Sport & Chic} Calça alfaitaria jogger + regata bordada ✨😱 Ela arrasa!👊🏻 #novidades#atacado#estilonanaminze #verao#festa#alfaiataria#lombrosofashionmall,1,1910421288116201036,false,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""S\u00e3o Paulo, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,213163910,"São Paulo, Brazil",sao-paulo-brazil,270506023,BqDLgopgqZM,alfaiataria,festa,atacado,verao,novidades,lombrosofashionmall,estilonanaminze,,,,,,,,,,,,,,,,,,1541959986,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/e884b055ff733f868f2f32cfceefdb12/5C7CA8EF/t51.2885-15/e35/c0.135.1080.1080/s150x150/45781252_354573258626573_6619643603662667776_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/771290a37f1b4a34a564c1f60f212301/5C8282A5/t51.2885-15/e35/c0.135.1080.1080/s240x240/45781252_354573258626573_6619643603662667776_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/744bf6c86ca94fc4b427135721ce9b83/5C7E6D1F/t51.2885-15/e35/c0.135.1080.1080/s320x320/45781252_354573258626573_6619643603662667776_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/8f83677523e0169d66fd49c6736c46d1/5C8ACE45/t51.2885-15/e35/c0.135.1080.1080/s480x480/45781252_354573258626573_6619643603662667776_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/691386f21c0d1d3024ca3072d5bfd877/5C89FCF4/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45781252_354573258626573_6619643603662667776_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/691386f21c0d1d3024ca3072d5bfd877/5C89FCF4/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45781252_354573258626573_6619643603662667776_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e668399470985d4aefd0a63ca7e0b0dc/5C84D9B7/t51.2885-15/e35/45781252_354573258626573_6619643603662667776_n.jpg,,,,,,,,,,,false,,,,,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/cb38d7a34c89c2057d4fdf40909d1993/5C829D26/t51.2885-15/e35/42814251_2222837138040664_8922117577613670347_n.jpg,0,0,"Do FDS 🌈🎈 .
Festa Tropical 🌴 🍍 .
Obrigada Dani pela Confiança ❣️ .
Estamos à disposição Sempre! 
Solicite seu orçamento 💁🏻‍♀️ 📲 (71) 99271-0684 .
#DaMari 
#AluguelDePeças #MonteSuaFesta #SemSairDeCasa #ConsulteDisponibilidadeDasPeças  #ReserveComAntecedência 
#Promoção #Festa #FestaInfantil #15Anos #BoloFake  #Decoração #Provencal #estilo #Arte #Inspiração #CháDeFraldas #Família #Amor #Variedades #LoquemSalvador  #LocacaoSalvador #locacaodepecasparafestaemsalvador #alugueldepecasprafesta #aluguematerialdefesta #alugueemsalvador",0,1910421242794374240,false,,,,,,5961770684,BqDLf-cHnRg,SemSairDeCasa,FestaInfantil,MonteSuaFesta,estilo,Decoração,aluguematerialdefesta,Arte,Família,LocacaoSalvador,AluguelDePeças,locacaodepecasparafestaemsalvador,ConsulteDisponibilidadeDasPeças,Variedades,15Anos,Promoção,BoloFake,DaMari,Festa,Amor,alugueemsalvador,alugueldepecasprafesta,CháDeFraldas,Inspiração,LoquemSalvador,1541959980,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/f18c7258c791c7e6c10e1989f347ad99/5C75DA19/t51.2885-15/e35/s150x150/42814251_2222837138040664_8922117577613670347_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/48f8ee959f716ccd65d380806164c3a0/5C6DDD1F/t51.2885-15/e35/s240x240/42814251_2222837138040664_8922117577613670347_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/973205a91cc49129a84a87757e0a186b/5C63F861/t51.2885-15/e35/s320x320/42814251_2222837138040664_8922117577613670347_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/ba3f4c72b018bf5a9a90c44482ab71a9/5C85B826/t51.2885-15/e35/s480x480/42814251_2222837138040664_8922117577613670347_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/9e3a9041e8d1a264f9f16116d099d477/5C89109C/t51.2885-15/sh0.08/e35/s640x640/42814251_2222837138040664_8922117577613670347_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9e3a9041e8d1a264f9f16116d099d477/5C89109C/t51.2885-15/sh0.08/e35/s640x640/42814251_2222837138040664_8922117577613670347_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cb38d7a34c89c2057d4fdf40909d1993/5C829D26/t51.2885-15/e35/42814251_2222837138040664_8922117577613670347_n.jpg,,,,,Provencal,ReserveComAntecedência,,,,,false,,,,,,,
