dimensions/height,dimensions/width,display_url,edge_liked_by/count,edge_media_preview_like/count,edge_media_to_caption/edges/0/node/text,edge_media_to_comment/count,id,is_video,location,owner/id,shortcode,tags/0,tags/1,tags/2,tags/3,tags/4,tags/5,tags/6,tags/7,taken_at_timestamp,thumbnail_resources/0/config_height,thumbnail_resources/0/config_width,thumbnail_resources/0/src,thumbnail_resources/1/config_height,thumbnail_resources/1/config_width,thumbnail_resources/1/src,thumbnail_resources/2/config_height,thumbnail_resources/2/config_width,thumbnail_resources/2/src,thumbnail_resources/3/config_height,thumbnail_resources/3/config_width,thumbnail_resources/3/src,thumbnail_resources/4/config_height,thumbnail_resources/4/config_width,thumbnail_resources/4/src,thumbnail_src,urls/0,location/address_json,location/has_public_page,location/id,location/name,location/slug,tags/8,tags/9,tags/10,tags/11,tags/12,tags/13,tags/14,tags/15,tags/16,tags/17,tags/18,tags/19,tags/20,tags/21,tags/22,tags/23,tags/24,tags/25,tags/26,tags/27,urls/1,urls/2,urls/3,urls/4,urls/5,urls/6,urls/7,urls/8,urls/9,comments_disabled,tags/28,tags/29,video_view_count
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/97057287523702e305c7b12ea74ce775/5C7AC09E/t51.2885-15/e35/44480001_2209106729304305_6266546454151066080_n.jpg,15,15,"Eu não podia ser perfeito né ? Hobby de uma vida inteira 🍀® Sou assim e não tem jeito...❤️
#roletas#pokerstar#poker#blackjack#machines#sorte#alegria#adrenalina#diversao#ferias#luxy#lifestyle#prapoucos#renepelomundo#holand#frech#game#win#allwin#msc#nababesca#ferias#luck#life#stmarteen#caribe#branco#white#naovalhonada",0,1910395301626173885,false,,1399570002,BqDFme2ANm9,frech,adrenalina,poker,nababesca,machines,pokerstar,alegria,prapoucos,1541956888,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d8d95ac273084a6c3611c562c05a252a/5C67F5A1/t51.2885-15/e35/s150x150/44480001_2209106729304305_6266546454151066080_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/901a093b89563be65b6e2475b78d2ea3/5C6A83A7/t51.2885-15/e35/s240x240/44480001_2209106729304305_6266546454151066080_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f90942e3ce856f7a6502dc0f7d09752b/5C7815D9/t51.2885-15/e35/s320x320/44480001_2209106729304305_6266546454151066080_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/a8ca9113b063763416bf6e9875cc3db7/5C6F7B9E/t51.2885-15/e35/s480x480/44480001_2209106729304305_6266546454151066080_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/62b12317645b810d15251bc0d208b8b9/5C7A1D24/t51.2885-15/sh0.08/e35/s640x640/44480001_2209106729304305_6266546454151066080_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/62b12317645b810d15251bc0d208b8b9/5C7A1D24/t51.2885-15/sh0.08/e35/s640x640/44480001_2209106729304305_6266546454151066080_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/97057287523702e305c7b12ea74ce775/5C7AC09E/t51.2885-15/e35/44480001_2209106729304305_6266546454151066080_n.jpg,,,,,,sorte,branco,win,white,msc,holand,stmarteen,game,roletas,blackjack,caribe,diversao,renepelomundo,lifestyle,luxy,life,naovalhonada,allwin,ferias,luck,,,,,,,,,,false,,,
1114,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/39a989d36d18d805d0281e8b0b1cdecd/5C7B3B85/t51.2885-15/e35/44462141_329351001228669_8507282751715366045_n.jpg,7,7,"Lindezas!!!! A mais pedida do momento!!!! FERNANDA MELLO ACESSÓRIOS!!!
📲 022 - 992494590
#bolsas #moda #palha #acessorios #feriado #nude #bolsaredonda #ferias #tendencia",0,1910395283792161276,false,,7174539041,BqDFmOPA2n8,acessorios,feriado,nude,moda,bolsaredonda,ferias,palha,bolsas,1541956886,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/5c9e61bd2612614c4cb8392533b106cd/5C7254F3/t51.2885-15/e35/c0.17.1080.1080/s150x150/44462141_329351001228669_8507282751715366045_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/8d7e60cc5e29f107b775dc449e03de6d/5C6511B9/t51.2885-15/e35/c0.17.1080.1080/s240x240/44462141_329351001228669_8507282751715366045_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/f9e351bb0ec5d2c000e7409dfc2a4b50/5C69C103/t51.2885-15/e35/c0.17.1080.1080/s320x320/44462141_329351001228669_8507282751715366045_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/9767a7277429726637c73fc75761f088/5C6EB259/t51.2885-15/e35/c0.17.1080.1080/s480x480/44462141_329351001228669_8507282751715366045_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b56e18e0107a8f3904eba2e955a3521e/5C639C9B/t51.2885-15/sh0.08/e35/c0.17.1080.1080/s640x640/44462141_329351001228669_8507282751715366045_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b56e18e0107a8f3904eba2e955a3521e/5C639C9B/t51.2885-15/sh0.08/e35/c0.17.1080.1080/s640x640/44462141_329351001228669_8507282751715366045_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/39a989d36d18d805d0281e8b0b1cdecd/5C7B3B85/t51.2885-15/e35/44462141_329351001228669_8507282751715366045_n.jpg,,,,,,tendencia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c8b9caf6c6da16750647e67f9c1dff3/5C82BCA3/t51.2885-15/e35/44831402_560676251029966_7059541112608889719_n.jpg,36,36,"Nossa cliente Jessica da @realcemakeup1, usando chapéu personalizado @artesrecife 😍😍
.
.
.
💳ACEITAMOS CARTÃO PELO PAGSEGURO EM 2X.
🚗SERVIÇO DE ENTREGA EM DOMICÍLIO .
✈SERVIÇO DE ENTREGA NO AEROPORTO .
📫ENTREGA EM TODO BRASIL. .
📥DÚVIDAS VIA DIRECT .

__________________________________________",2,1910395236362962701,false,,3173085789,BqDFliEA0cN,,,,,,,,,1541956880,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/604b6db8c019c2365658e52d546ed1f3/5C70E544/t51.2885-15/e35/c0.95.763.763/s150x150/44831402_560676251029966_7059541112608889719_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/7f2d2fd8df61690f29adec4b48bf7b90/5C89420E/t51.2885-15/e35/c0.95.763.763/s240x240/44831402_560676251029966_7059541112608889719_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/60cf5cba148037b064cbba90853e2eb1/5C6BAFB4/t51.2885-15/e35/c0.95.763.763/s320x320/44831402_560676251029966_7059541112608889719_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d44a0bdcbb3e574bfe9c7e9035def199/5C6F61EE/t51.2885-15/e35/c0.95.763.763/s480x480/44831402_560676251029966_7059541112608889719_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/5a237f052a1f8a0c4cffd90961e50d3d/5C6DF00D/t51.2885-15/sh0.08/e35/c0.95.763.763/s640x640/44831402_560676251029966_7059541112608889719_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/5a237f052a1f8a0c4cffd90961e50d3d/5C6DF00D/t51.2885-15/sh0.08/e35/c0.95.763.763/s640x640/44831402_560676251029966_7059541112608889719_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/9c8b9caf6c6da16750647e67f9c1dff3/5C82BCA3/t51.2885-15/e35/44831402_560676251029966_7059541112608889719_n.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
773,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/f68f7629b0b76cbc69f249909fe6dbab/5C833276/t51.2885-15/e35/44370822_321028612059825_8659442709694257861_n.jpg,113,113,"Depois de uma noite agitada no #HopiPride, deu piscina aqui no @qualityresortitupeva 😎

#hapfunbr #themepark #rollercoaster #parquesdediversoes #montanharussa #trip #vacation #diversao #viagem #ferias #qualityresortitupeva #campinas #vinhedo #itupeva #gopro",1,1910395172535696524,false,,2065912934,BqDFkmnnHyM,qualityresortitupeva,vinhedo,gopro,HopiPride,parquesdediversoes,vacation,hapfunbr,ferias,1541956873,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/ab71e08164613cdebaacf5010ba5e5db/5C75C6C1/t51.2885-15/e35/c153.0.773.773/s150x150/44370822_321028612059825_8659442709694257861_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/991841faca3cbbda75f8b9e1b92e6bdb/5C68B28B/t51.2885-15/e35/c153.0.773.773/s240x240/44370822_321028612059825_8659442709694257861_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c0684752b883592fa75e9fe6351e9ab3/5C865D31/t51.2885-15/e35/c153.0.773.773/s320x320/44370822_321028612059825_8659442709694257861_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/b3152ec907d0000762281f1b4eb42b7e/5C7D656B/t51.2885-15/e35/c153.0.773.773/s480x480/44370822_321028612059825_8659442709694257861_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/b135e40978d0a68bdb0c72b0c28c00d4/5C6E3DCB/t51.2885-15/sh0.08/e35/c153.0.773.773/s640x640/44370822_321028612059825_8659442709694257861_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/b135e40978d0a68bdb0c72b0c28c00d4/5C6E3DCB/t51.2885-15/sh0.08/e35/c153.0.773.773/s640x640/44370822_321028612059825_8659442709694257861_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/f68f7629b0b76cbc69f249909fe6dbab/5C833276/t51.2885-15/e35/44370822_321028612059825_8659442709694257861_n.jpg,"{""street_address"": ""Rodovia dos Bandeirantes - Km 72, s/n\u00ba"", ""zip_code"": ""13295-000"", ""city_name"": ""Itupeva"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,203551813112089,Quality Resort Itupeva,quality-resort-itupeva,rollercoaster,diversao,campinas,montanharussa,themepark,viagem,trip,itupeva,,,,,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/06872ffd9a38897295f6228cd2057fe6/5C7D99D7/t51.2885-15/e35/44482033_551206362016771_8345265800044713591_n.jpg,26,26,"A ciência diz que depois dos 30,  perdemos a potência de força e massa muscular.
.

E empiricamente depois dos 30, descobrimos que nossos pais tinham razão, nossos professores só queriam nosso bem.  E que a ressaca é de fato o pior porre.
.

Portanto, quem não tem tempo para cuidar da saúde hoje, vai ter q arrumar tempo para cuidar da doença amanhã. .

#seviranos30 #saúde #dietaflexivel #vibepositiva #meditacao #musculaçao #medicinaporamor #hiit #camaçari #bahia❤️ #vibe #psicologia #emagrecimento #hipertrofia 
#ferias #praia #sol #luau #pordosol #natureza #vibepraiana #vibe #blessed #bahia #novembro #cerveja #churras",1,1910395105309567302,false,,1668625344,BqDFjoAnylG,churras,hipertrofia,psicologia,sol,seviranos30,saúde,vibepositiva,vibe,1541956864,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/b9d2ecb9b8f87cca0d04556c3794b040/5C731A95/t51.2885-15/e35/s150x150/44482033_551206362016771_8345265800044713591_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/640fc39df893fe755987c6cfcb08c10e/5C7361DF/t51.2885-15/e35/s240x240/44482033_551206362016771_8345265800044713591_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/210a6f904f68f348f81cc975b8ac0435/5C87F765/t51.2885-15/e35/s320x320/44482033_551206362016771_8345265800044713591_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/878739de453a938639d38030d9aa29f4/5C83EE3F/t51.2885-15/e35/s480x480/44482033_551206362016771_8345265800044713591_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/abc669f50f33b417d8343788413af174/5C7D1932/t51.2885-15/sh0.08/e35/s640x640/44482033_551206362016771_8345265800044713591_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/abc669f50f33b417d8343788413af174/5C7D1932/t51.2885-15/sh0.08/e35/s640x640/44482033_551206362016771_8345265800044713591_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/06872ffd9a38897295f6228cd2057fe6/5C7D99D7/t51.2885-15/e35/44482033_551206362016771_8345265800044713591_n.jpg,"{""street_address"": """", ""zip_code"": ""45816-000"", ""city_name"": ""Porto Seguro"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,225277765,"Arraial D'Ajuda, Bahia",arraial-dajuda-bahia,musculaçao,pordosol,vibepraiana,blessed,praia,camaçari,emagrecimento,natureza,medicinaporamor,cerveja,meditacao,luau,novembro,dietaflexivel,hiit,ferias,bahia,,,,,,,,,,,,,false,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/94aa0e7c1891e97fc46501711f06b303/5C7076EE/t51.2885-15/e35/44341437_1668257233276046_390171280134697390_n.jpg,11,11,"Uma fé pequena leva as almas até o céu, mas uma grande fé traz o céu até as almas. #boatardee #ceu #happy #ferias",1,1910394811655959866,false,,823343485,BqDFfWhgLU6,ceu,ferias,boatardee,happy,,,,,1541956829,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/d24e2fa222edb9f39143dce045de5beb/5C83AAB6/t51.2885-15/e35/c0.135.1080.1080/s150x150/44341437_1668257233276046_390171280134697390_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/19c8b8b32d5b8abff4e25072e6f58467/5C8638FC/t51.2885-15/e35/c0.135.1080.1080/s240x240/44341437_1668257233276046_390171280134697390_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/35763f562fb775e1fd10fc6f12ee84fa/5C84C946/t51.2885-15/e35/c0.135.1080.1080/s320x320/44341437_1668257233276046_390171280134697390_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/d090f70354c7b8ce431a2e8b50571a75/5C71171C/t51.2885-15/e35/c0.135.1080.1080/s480x480/44341437_1668257233276046_390171280134697390_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6f00f8970033d524e7724e4da2e4c18f/5C6E27AD/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44341437_1668257233276046_390171280134697390_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6f00f8970033d524e7724e4da2e4c18f/5C6E27AD/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/44341437_1668257233276046_390171280134697390_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/94aa0e7c1891e97fc46501711f06b303/5C7076EE/t51.2885-15/e35/44341437_1668257233276046_390171280134697390_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""Para\u00fana, Goias, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,255843842,"Paraúna, Goias, Brazil",parauna-goias-brazil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/df76ccea3e05aeae50a2c6c7fdbeec42/5C7FC8B9/t51.2885-15/e35/44887985_101896220799515_5682017475426831517_n.jpg,7,7,"Ostras com Brie e geleia de açaí com Banana...
#praiadorosa #ostras
#ferias #luamarinha  #praiadasilveira #florianopolis #comer
#frutosdomar #casarnorosa #pordosol",0,1910394738516106666,false,,1428805554,BqDFeSaBx2q,pordosol,florianopolis,praiadorosa,praiadasilveira,ostras,luamarinha,frutosdomar,ferias,1541956821,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/3dadd24140d02a11c7cfd8840030becc/5C6B81FB/t51.2885-15/e35/s150x150/44887985_101896220799515_5682017475426831517_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f5edb8f51f6fee2c3e0149f2d2119175/5C8788B1/t51.2885-15/e35/s240x240/44887985_101896220799515_5682017475426831517_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/feb8d24f26655a34e520724738ebd89a/5C66BA0B/t51.2885-15/e35/s320x320/44887985_101896220799515_5682017475426831517_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/2de8ec604c4be733c6f8fed6861f551f/5C814B51/t51.2885-15/e35/s480x480/44887985_101896220799515_5682017475426831517_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/8d018b53ca256ec4982cf4a91647135d/5C6E4D5C/t51.2885-15/sh0.08/e35/s640x640/44887985_101896220799515_5682017475426831517_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/8d018b53ca256ec4982cf4a91647135d/5C6E4D5C/t51.2885-15/sh0.08/e35/s640x640/44887985_101896220799515_5682017475426831517_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/df76ccea3e05aeae50a2c6c7fdbeec42/5C7FC8B9/t51.2885-15/e35/44887985_101896220799515_5682017475426831517_n.jpg,"{""street_address"": ""Estrada Velha....s.n"", ""zip_code"": ""88780000"", ""city_name"": ""Imbituba"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1017746162,Lua Marinha,lua-marinha,casarnorosa,comer,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
809,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/e0d450f983f33d43447477abe08b86cc/5C7ADA78/t51.2885-15/e35/44656039_316276742295598_309060163752009437_n.jpg,26,26,Melhor companhia de viagem!! La Doña Dulce!!🇦🇷 #carne❤️ #vinho❤️ #ferias #argentina #buenosaires #casarosada @veraluciafonseca,2,1910394566943831506,false,,23116082,BqDFbynhfXS,vinho,buenosaires,carne,casarosada,ferias,argentina,,,1541956800,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/be2733e0126e49133673eea46ec5f96c/5C7573B4/t51.2885-15/e35/c135.0.809.809/s150x150/44656039_316276742295598_309060163752009437_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/73da1dbb81befac892b0414b0c1626fd/5C79E401/t51.2885-15/e35/c135.0.809.809/s240x240/44656039_316276742295598_309060163752009437_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/9f3fe58a6f4e3974a40d5da569c6bd66/5C77D8B9/t51.2885-15/e35/c135.0.809.809/s320x320/44656039_316276742295598_309060163752009437_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/e0202426ac9038991865df18d1ce3885/5C7782E5/t51.2885-15/e35/c135.0.809.809/s480x480/44656039_316276742295598_309060163752009437_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/a57d78b95937fc43880a2200be2bfe30/5C6F2B02/t51.2885-15/sh0.08/e35/c135.0.809.809/s640x640/44656039_316276742295598_309060163752009437_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/a57d78b95937fc43880a2200be2bfe30/5C6F2B02/t51.2885-15/sh0.08/e35/c135.0.809.809/s640x640/44656039_316276742295598_309060163752009437_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/e0d450f983f33d43447477abe08b86cc/5C7ADA78/t51.2885-15/e35/44656039_316276742295598_309060163752009437_n.jpg,,true,1024151486,Casa Rosada,casa-rosada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/978c3fa01c7d98271567fe99f460b566/5C83CF14/t51.2885-15/e35/43760882_565669160551565_1067714896425860113_n.jpg,3,3,Mirante escondidinho em Búzios...❤ Foquem nesse céu lindo...😍,1,1910394309337889701,false,,2201342067,BqDFYCtAzul,,,,,,,,,1541956770,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/1da00649e87346f4eeb23ff930136a37/5C830F56/t51.2885-15/e35/s150x150/43760882_565669160551565_1067714896425860113_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/b07f301100eefa5df4edce5620744af9/5C6CAA1C/t51.2885-15/e35/s240x240/43760882_565669160551565_1067714896425860113_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/c0855ab66ce89d0086a8289870c7d27e/5C7D4AA6/t51.2885-15/e35/s320x320/43760882_565669160551565_1067714896425860113_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/6b66e5337495357b45c512b8f362c2f5/5C65A8FC/t51.2885-15/e35/s480x480/43760882_565669160551565_1067714896425860113_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6d2e6f0dd48be18805365468a0a64d1b/5C89D9F1/t51.2885-15/sh0.08/e35/s640x640/43760882_565669160551565_1067714896425860113_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6d2e6f0dd48be18805365468a0a64d1b/5C89D9F1/t51.2885-15/sh0.08/e35/s640x640/43760882_565669160551565_1067714896425860113_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/978c3fa01c7d98271567fe99f460b566/5C83CF14/t51.2885-15/e35/43760882_565669160551565_1067714896425860113_n.jpg,"{""street_address"": """", ""zip_code"": """", ""city_name"": ""B\u00fazios"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": true, ""exact_region_match"": false, ""exact_country_match"": false}",true,59218596,Búzios,buzios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1080,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/3d95d4861c6d8d78732ba323141d68b8/5C81644C/t51.2885-15/e35/44479989_2159569584294652_736159319346624465_n.jpg,33,33,O Mundo Mágico do Animal Kingdom 🦍🐘🦓🐆🐅🦒🐿🦅🦉🦁 #animalkingdom #disney #orlando #ferias #familia #amor #pocahontas #kilimanjaro,2,1910394167504601594,false,,3554066048,BqDFV-nFwH6,orlando,kilimanjaro,familia,amor,animalkingdom,pocahontas,ferias,disney,1541956753,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/29373c0a93a14108034f0b0f5c8bf078/5C695D0E/t51.2885-15/e35/s150x150/44479989_2159569584294652_736159319346624465_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/cd30860e8bfc9a93be5d9559cd8be994/5C6AE544/t51.2885-15/e35/s240x240/44479989_2159569584294652_736159319346624465_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/6094f854d92c244b7da9dbe8f92554d5/5C7AC6FE/t51.2885-15/e35/s320x320/44479989_2159569584294652_736159319346624465_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/bc72c5fa6370708f233aa349d249ccb5/5C652DA4/t51.2885-15/e35/s480x480/44479989_2159569584294652_736159319346624465_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/74cedcb31ddd960e940289f8fff4691e/5C6ECEA9/t51.2885-15/sh0.08/e35/s640x640/44479989_2159569584294652_736159319346624465_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/74cedcb31ddd960e940289f8fff4691e/5C6ECEA9/t51.2885-15/sh0.08/e35/s640x640/44479989_2159569584294652_736159319346624465_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/3d95d4861c6d8d78732ba323141d68b8/5C81644C/t51.2885-15/e35/44479989_2159569584294652_736159319346624465_n.jpg,"{""street_address"": ""2901 Osceola Pkwy"", ""zip_code"": ""32830"", ""city_name"": ""Lake Buena Vista, Florida"", ""region_name"": """", ""country_code"": ""US"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,2999359,Disney's Animal Kingdom,disneys-animal-kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
1350,1080,https://instagram.fplu4-1.fna.fbcdn.net/vp/cad895a0936466f042dd8d277dbd20c2/5C831074/t51.2885-15/e35/45375769_259273968090041_8243272326677967690_n.jpg,4,4,"Paraíso Perdido, em Capitólio/MG, e suas águas cristalinas. #capitolio #brazil #ferias #viagens #viagensincriveis #viagensbrasil #viagenspelobrasil",0,1910394081427956331,false,,9143532367,BqDFUuchaJr,brazil,viagensbrasil,viagensincriveis,viagenspelobrasil,capitolio,viagens,ferias,,1541956742,150,150,https://instagram.fplu4-1.fna.fbcdn.net/vp/c796a5cdd1b15437e7e6a2b324cb8569/5C65CC2C/t51.2885-15/e35/c0.135.1080.1080/s150x150/45375769_259273968090041_8243272326677967690_n.jpg,240,240,https://instagram.fplu4-1.fna.fbcdn.net/vp/f53a4e013b21088e8b2c53cd14beaedb/5C892D66/t51.2885-15/e35/c0.135.1080.1080/s240x240/45375769_259273968090041_8243272326677967690_n.jpg,320,320,https://instagram.fplu4-1.fna.fbcdn.net/vp/2c240b7486d306410f3d6bee7561c5ff/5C76F7DC/t51.2885-15/e35/c0.135.1080.1080/s320x320/45375769_259273968090041_8243272326677967690_n.jpg,480,480,https://instagram.fplu4-1.fna.fbcdn.net/vp/215debf1e8993f04458924783159451c/5C746F86/t51.2885-15/e35/c0.135.1080.1080/s480x480/45375769_259273968090041_8243272326677967690_n.jpg,640,640,https://instagram.fplu4-1.fna.fbcdn.net/vp/6fa74b4969742e6f7bede24f55968e5d/5C75B137/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45375769_259273968090041_8243272326677967690_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/6fa74b4969742e6f7bede24f55968e5d/5C75B137/t51.2885-15/sh0.08/e35/c0.135.1080.1080/s640x640/45375769_259273968090041_8243272326677967690_n.jpg,https://instagram.fplu4-1.fna.fbcdn.net/vp/cad895a0936466f042dd8d277dbd20c2/5C831074/t51.2885-15/e35/45375769_259273968090041_8243272326677967690_n.jpg,"{""street_address"": ""MG-050 km 310"", ""zip_code"": """", ""city_name"": ""S\u00e3o Jo\u00e3o Batista Do Gl\u00f3ria, Minas Gerais, Brazil"", ""region_name"": """", ""country_code"": ""BR"", ""exact_city_match"": false, ""exact_region_match"": false, ""exact_country_match"": false}",true,1165883383486161,"Paraíso Perdido - Capitólio, MG",paraiso-perdido-capitolio-mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,,,
